변수명,변수 설명,변수값 설명
,,6. 2017
,,7. 2016
,,8. 2015
,,9. 2014
,,10. 2013
,,11. 2012
Q48,문48. 귀 가구는 국민기초생활보장급여(맞춤형 급여) 수급가구입니까?,1. 예
,,2. 아니오
Q48_1,문48-1. 귀 가구는 어떤 급여를 받고 계십니까? 현재 받고 계신 모든 급여에 응답해주십시오.,1. 생계급여
,,2. 의료급여
,,3. 주거급여
,,4. 교육급여
Q48_1_M2,(M)2 문48-1. 귀 가구는 어떤 급여를 받고 계십니까? 현재 받고 계신 모든 급여에 응답해주십시오.,1. 생계급여
,,2. 의료급여
,,3. 주거급여
,,4. 교육급여
Q48_1_M3,(M)3 문48-1. 귀 가구는 어떤 급여를 받고 계십니까? 현재 받고 계신 모든 급여에 응답해주십시오.,1. 생계급여
,,2. 의료급여
,,3. 주거급여
,,4. 교육급여
Q48_1_M4,(M)4 문48-1. 귀 가구는 어떤 급여를 받고 계십니까? 현재 받고 계신 모든 급여에 응답해주십시오.,1. 생계급여
,,2. 의료급여
,,3. 주거급여
,,4. 교육급여
Q49_1_1,문49. 지난 1년간의 월평균 가구 소득_1) 근로/사업소득(만원),9999999. 모름/무응답
Q49_1_2,문49. 지난 1년간의 월평균 가구 소득_2) 재산소득(만원),9999999. 모름/무응답
Q49_1_3,문49. 지난 1년간의 월평균 가구 소득_3) 사회보험 수혜금(만원),9999999. 모름/무응답
Q49_1_4,문49. 지난 1년간의 월평균 가구 소득_4) 정부 보조금(만원),9999999. 모름/무응답
Q49_1_5,문49. 지난 1년간의 월평균 가구 소득_5) 사적이전소득(만원),9999999. 모름/무응답
Q49_1_6,문49. 지난 1년간의 월평균 가구 소득_6) 월평균 총 경상소득(만원),9999999. 모름/무응답
Q49_1_1_1,문49-1-7. 가구의 월평균 근로사업소득이 맞벌이를 통해 얻은 소득입니까?,1. 예
,,2. 아니오
Q49_2,문49-2. 지난 1년간의 비경상 가구 소득_연총액(만원),9999999. 모름/무응답
Q50_1,문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._1) 월평균 총 생활비(만원),9999999. 모름/무응답
Q50_1_1,문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._1)-(1) 동절기 월평균 주거관리비(12월~3월),9999999. 모름/무응답
Q50_1_2,"문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._1)-(2) 간절기 월평균 주거관리비(4,5,10,11월)",9999999. 모름/무응답
Q50_1_3,문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._1)-(3) 하절기 월평균 주거관리비(6월~9월),9999999. 모름/무응답
Q50_1_4,문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._1)-(4) 월 평균 주거관리비,9999999. 모름/무응답
Q50_2,문50. 귀 가구의 다음 생활비는 얼마입니까? 지난 1년간의 평균 금액으로 말씀해 주십시오._2) 월평균 사적 비소비지출(만원),9999999. 모름/무응답
Q51,문51. 귀 댁이 현재 거주하고 있는 주택의 주거관리비 부담 정도는 어느 정도 입니까?,1. 매우 부담됨
,,2. 약간 부담됨
,,3. 별로 부담되지 않음
,,4. 전혀 부담되지 않음
Q52_1,문52. 귀 가구의 총 자산은 어느 정도입니까?_1) 총 부동산 자산(만원),9999999. 모름/무응답
Q52_1_1,문52. 귀 가구의 총 자산은 어느 정도입니까?_1-1) 총 주택자산(만원),9999999. 모름/무응답
Q52_2,문52. 귀 가구의 총 자산은 어느 정도입니까?_2) 총 금융자산(만원),9999999. 모름/무응답
Q52_3,문52. 귀 가구의 총 자산은 어느 정도입니까?_3) 총 기타자산(만원),9999999. 모름/무응답
Q52_4,문52. 귀 가구의 총 자산은 어느 정도입니까?_4) 총 자산(만원),9999999. 모름/무응답
Q53,문53. 현재 귀 가구는 부채가 있습니까?,1. 있다
,,2. 없다
Q53_1_1,문53-1. 현재 귀 댁의 부채는 얼마입니까?_1) 금융기관 대출금(만원),9999999. 모름/무응답
Q53_1_2,문53-1. 현재 귀 댁의 부채는 얼마입니까?_2) 비금융기관 대출금(만원),9999999. 모름/무응답
Q53_1_3,문53-1. 현재 귀 댁의 부채는 얼마입니까?_3) 부동산 소유자로서 받는 임대 보증금(만원),9999999. 모름/무응답
Q53_1_4,문53-1. 현재 귀 댁의 부채는 얼마입니까?_4) 총 부채(만원),9999999. 모름/무응답
DQ1,배문1. 가구주께서는 학교를 어디까지 마치셨습니까? 최종 졸업 학력 기준으로 응답해 주십시오.,1. 초등학교 졸업 이하
,,2. 중학교 졸업
,,3. 고등학교 졸업
,,4. 대학 졸업
,,5. 대학원 졸업 이상
DQ2,배문2. 가구주께서는 지난 1주간 1시간 이상 소득을 얻는 일을 하였거나 무급(무보수)으로 일을 하신 적이 있습니까?,1. 있다
,,2. 없다
DQ2_1,배문2-1. 지난 1주간 어떤 일을 하셨습니까?,1. 관리자
,,2. 전문가 및 준전문가
,,3. 사무업무
,,4. 서비스업
,,5. 판매업
,,6. 농림어업
,,7. 기능적 업무(가공 등)
,,8. 장치ㆍ기계 조작 및 조립
,,9. 단순노무
,,10. 군인ㆍ군무원
DQ2_2,배문2-2. 다음 중 어떤 근무형태에 해당하십니까?,1. 상용근로자
,,2. 임시ㆍ일용 근로자
,,3. 고용원이 있는 사업자
,,4. 고용원이 없는 자영자
,,5. 무급가족종사자
DQ2_3,배문2-3. 귀하의 현재 고용형태는 무엇입니까?,1. 정규직
,,2. 비정규직
DQ2_3_1,배문2-3-1. 다음 중 어디에 해당하십니까?(풀타임/파트타임),1. 풀타임(full-time)
,,2. 파트타임(part-time)
DQ2_6,배문2-6. 가구주께서는 다음 중 어디에 해당하십니까?,1. 주부
,,2. 학생
,,3. 무직
,,4. 은퇴자
,,5. 기타
NMQ2,문2. (무주택 가구인 경우) 내 집을 구입할 계획이 있으십니까? 현재의 자금과 소득 및 소비수준을 고려하여 응답해주십시오.,1. 예
,,2. 아니오
NMQ2_1,"문2-1. 현재의 자금과 소득 및 소비수준을 고려할 때, 내 집을 구입하는 데에 향후 몇 년이 걸릴 것으로 예상하십니까?",1. 1년 미만
,,2. 1년 이상~3년 미만
,,3. 3년 이상~5년 미만
,,4. 5년 이상~10년 미만
,,5. 10년 이상
NMQ3,문3. 귀 가구는 향후 남편 또는 아내의 부모님과 동거하실 계획이 있으십니까?,1. 예
,,2. 아니오
NMQ3_1,문3-1. 그 이유는 무엇입니까?,"1. 비용(주거비, 생활비 등) 절감을 위해서"
,,"2. 육아,보육에 도움을 받기 위해서"
,,3. 부모님을 부양하기 위해서
,,4. 기타
NMQ3_1_O,(TEXT) 문3-1. (기타오픈) 그 이유는 무엇입니까?,
NMQ4,문4. 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),1. 보육시설
,,2. 키즈룸(육아카페)
,,3. 아이돌봄 서비스
,,4. 공동육아나눔터
,,5. 기타
,,6. 해당없음
NMQ4_M2,(M)2 문4. 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),1. 보육시설
,,2. 키즈룸(육아카페)
,,3. 아이돌봄 서비스
,,4. 공동육아나눔터
,,5. 기타
NMQ4_M3,(M)3 문4. 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),1. 보육시설
,,2. 키즈룸(육아카페)
,,3. 아이돌봄 서비스
,,4. 공동육아나눔터
,,5. 기타
NMQ4_M4,(M)4 문4. 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),1. 보육시설
,,2. 키즈룸(육아카페)
,,3. 아이돌봄 서비스
,,4. 공동육아나눔터
,,5. 기타
NMQ4_M5,(M)5 문4. 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),1. 보육시설
,,2. 키즈룸(육아카페)
,,3. 아이돌봄 서비스
,,4. 공동육아나눔터
,,5. 기타
NMQ4_O,(TEXT) 문4. (기타오픈) 귀 가구는 육아를 위해 거주지 근처에 어떤 시설이 필요하다고 생각하십니까? 필요하다고 생각하는 시설에 모두 응답해주십시오.(복수응답),
NMQ5,문5. 귀 가구가 가족계획 시 중요하게 고려하는 사항을 순서대로 두 가지 응답해주십시오._1순위,"1. 주택마련, 주거비, 주택규모 등의 주거문제"
,,2. 가계경제 및 고용상태
,,3. 자녀 양육비용 및 교육비용
,,4. 일/가정 양립 가능성
,,5. 가족가치관 및 라이프스타일
,,6. 기타
,,7. 없음
NMQ5_M2,(M)2 문5. 귀 가구가 가족계획 시 중요하게 고려하는 사항을 순서대로 두 가지 응답해주십시오._2순위,"1. 주택마련, 주거비, 주택규모 등의 주거문제"
,,2. 가계경제 및 고용상태
,,3. 자녀 양육비용 및 교육비용
,,4. 일/가정 양립 가능성
,,5. 가족가치관 및 라이프스타일
,,6. 기타
,,7. 없음
NMQ5_O,문5. (기타오픈) 귀 가구가 가족계획 시 중요하게 고려하는 사항을 순서대로 두 가지 응답해주십시오.,
OMQ1_1_1,문1. 주택개조 경험 유무_1) 복도나 계단 안전손잡이_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_1_2,문1. 주택개조 경험 유무_1) 복도나 계단 안전손잡이_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_2_1,문1. 주택개조 경험 유무_2) 화장실이나 욕실 지지대 손잡이_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_2_2,문1. 주택개조 경험 유무_2) 화장실이나 욕실 지지대 손잡이_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_3_1,"문1. 주택개조 경험 유무_3) 열고 닫기 쉬운 화장실/욕실 문손잡이(레버형, 막대형)_(1) 설치 및 개조 여부",1. 있음
,,2. 없음
OMQ1_3_2,"문1. 주택개조 경험 유무_3) 열고 닫기 쉬운 화장실/욕실 문손잡이(레버형, 막대형)_(2) 개조 필요성 여부",1. 필요
,,2. 불필요
OMQ1_4_1,"문1. 주택개조 경험 유무_4) 문턱, 주택 내 계단 등 단차 제거_(1) 설치 및 개조 여부",1. 있음
,,2. 없음
OMQ1_4_2,"문1. 주택개조 경험 유무_4) 문턱, 주택 내 계단 등 단차 제거_(2) 개조 필요성 여부",1. 필요
,,2. 불필요
OMQ1_5_1,문1. 주택개조 경험 유무_5) 미끄럼방지 등 안전한 바닥재_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_5_2,문1. 주택개조 경험 유무_5) 미끄럼방지 등 안전한 바닥재_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_6_1,문1. 주택개조 경험 유무_6) 휠체어가 통행 가능한 넓은 출입문과 복도_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_6_2,문1. 주택개조 경험 유무_6) 휠체어가 통행 가능한 넓은 출입문과 복도_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_7_1,문1. 주택개조 경험 유무_7) 주택 내 응급 비상벨_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_7_2,문1. 주택개조 경험 유무_7) 주택 내 응급 비상벨_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_8_1,문1. 주택개조 경험 유무_8) 적절한 높이의 부엌 작업대_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_8_2,문1. 주택개조 경험 유무_8) 적절한 높이의 부엌 작업대_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_9_1,문1. 주택개조 경험 유무_9) 레버형 수전(수도꼭지)_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_9_2,문1. 주택개조 경험 유무_9) 레버형 수전(수도꼭지)_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ1_10_1,문1. 주택개조 경험 유무_10) 현관에 보조의자 설치_(1) 설치 및 개조 여부,1. 있음
,,2. 없음
OMQ1_10_2,문1. 주택개조 경험 유무_10) 현관에 보조의자 설치_(2) 개조 필요성 여부,1. 필요
,,2. 불필요
OMQ2,문2. 실제 개조를 못하거나 하지 않고 있다면 그 이유는 무엇입니까?,1. 생활에 큰 불편이 없어서
,,2. 경제적 부담으로
,,3. 주택개조에 대한 정보와 방법을 몰라서
,,4. 주택개조 과정이 번거롭고 엄두가 안나서
,,5. 주택을 개조하면 집값이 하락할까봐 걱정되어서
,,6. 신경 쓸 여유가 없어서
,,7. 기타
OMQ2_O,(TEXT) 문2. (기타오픈) 실제 개조를 못하거나 하지 않고 있다면 그 이유는 무엇입니까?,
CHQ1,문1. 귀 가구는 어떻게 구성되어 있습니까?,1. 양부모+아동 및 청소년(만 18세 미만)
,,2. 한부모+아동 및 청소년(만 18세 미만)
,,3. 조부모+아동 및 청소년(만 18세 미만)
,,4. 기타 친인척+아동 및 청소년(만 18세 미만)
,,5. 아동 및 총소년만(만 18세 미만)
CHQ2,문2. 귀 가구의 아동 및 청소년(만 18세 미만)은 가구 내에서 주로 누가 돌보고 있습니까?,1. 부모
,,2. 조부모
,,3. 형제·자매
,,4. 기타 친인척
,,"5. 베이비시터, 아이돌봄 서비스 등(민간, 정부지원 모두 포함)"
,,6. 보호자 없음
,,7. 보호자 필요 없음
CHQ3,문3. 귀 가구의 아동 및 청소년(만 18세 미만)이 침실을 독립적으로 사용합니까?,1. 예(아동 및 청소년 혼자 사용)
,,2. 아니오
CHQ3_1,문3-1. 아동 및 청소년끼리 사용합니까?,1. 예
,,2. 아니오
CHQ3_2,문3-2. 몇 명이 사용합니까?,
CHQ4,"문4. 귀 가구는 아동 및 청소년(만 18세 미만)이 생활하는데 있어서 주택 내 벌레, 곰팡이 등 위생문제가 있다고 생각하십니까?",1. 예
,,2. 아니오
SQ1,문1. 귀 가구는 최근 2년간 아래의 와 같은 주거불안 상황 중 하나라도 경험한 적이 있습니까?,1. 있다
,,2. 없다
SQ1_1,문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ1_1_M2,(M)2 문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ1_1_M3,(M)3 문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ1_1_M4,(M)4 문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ1_1_M5,(M)5 문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ1_1_M6,(M)6 문1-1. 귀 가구가 경험한 상황을 중 모두 골라주십시오.,1. 3개월 이상 월임대료 연체
,,2. 이사 또는 임대차계약 갱신에 필요한 임대보증금 부족
,,"3. 임대인이 기피하는 대상자(취약계층, 유아동반 등)라는 이유로 주택확보 곤란"
,,4. 3개월 이상 주택담보대출 이자 또는 원리금 상환 연체
,,"5. 주택압류, 재개발, 임대차계약 중도해지 등으로 인한 퇴거(위기)"
,,6. 주택 노후화 또는 열악한 주거환경으로 인한 안전/건강문제 발생(위험)
SQ2_1,"문2-1. 귀 가구는 최근 2년 내 현재 주택을 개보수한 적이 있습니까? 간단한 도배, 전구 및 수선교체, 미관상의 이유로 진행한 인테리어 및 조경은 제외하고 응답해 주십시오.",1. 있다
,,2. 없다
SQ2_2,문2-2. 현재 주택에 개보수가 필요한 상황입니까? 과거 개보수 여부에 상관없이 현재 개보수가 필요한지에 대해 응답해주십시오.,1. 필요하다
,,2. 필요하지 않다
SQ2_2_1,문2-2-1. 향후 주택 개보수가 필요한 부분은 어디입니까? 중요한 순서대로 두 가지를 골라주십시오._1순위,1. 주택의 증축 또는 개축
,,"2. 부엌, 화장실, 욕실 등의 보수공사"
,,"3. 천장, 벽, 바닥 등의 내장 보수공사"
,,"4. 지붕, 옥상, 발코니, 외벽 등의 보수공사"
,,5. 기둥 등 구조보강공사
,,6. 이중창 등 단열 및 결로방지 공사
,,7. 기타 보수공사
,,8. 없음
SQ2_2_1_M2,문2-2-1. 향후 주택 개보수가 필요한 부분은 어디입니까? 중요한 순서대로 두 가지를 골라주십시오._2순위,1. 주택의 증축 또는 개축
,,"2. 부엌, 화장실, 욕실 등의 보수공사"
,,"3. 천장, 벽, 바닥 등의 내장 보수공사"
,,"4. 지붕, 옥상, 발코니, 외벽 등의 보수공사"
,,5. 기둥 등 구조보강공사
,,6. 이중창 등 단열 및 결로방지 공사
,,7. 기타 보수공사
,,8. 없음
SQ2_2_1_O,(TEXT) (기타오픈) 문2-2-1. 향후 주택 개보수가 필요한 부분은 어디입니까? 중요한 순서대로 두 가지를 골라주십시오,
SQ3,문3. 현재 거처에서 생활함에 있어 안전상 가장 취약한 부분은 무엇입니까?,1. 물리적 구조에 의한 안전사고 위험
,,2. 화재 위험
,,3. 침수·붕괴 등 재해위험
,,4. 도난·강도 등 범죄 위험
,,5. 사생활 침해
,,6. 기타
,,7. 없음
SQ3_O,(기타오픈) 문3. 현재 거처에서 생활함에 있어 안전상 가장 취약한 부분은 무엇입니까?,
SQ4,문4. 현재 거주하시는 동네에서 일상적으로 겪는 불편함이 있습니까?,1. 그렇다
,,2. 그렇지 않다
SQ4_1,문4-1. 귀하께서 불편함을 느끼는 주된 원인을 아래의 보기에서 중요한 순서대로 두 가지를 골라주십시오.,"1. 전기, 상·하수도 등 기반시설 노후·부재"
,,2. 교통 불편
,,"3. 시장, 은행 등 편의시설 이용 불편"
,,4. 비위생적인 주변환경
,,5. 열악한 보육·교육 여건
,,6. 지역 방범·치안 불안정
,,7. 철거·퇴거 위협 등 주거안정 침해
,,8. 기타
SQ4_1_M2,문4-1. 귀하께서 불편함을 느끼는 주된 원인을 아래의 보기에서 중요한 순서대로 두 가지를 골라주십시오._2순위,"1. 전기, 상·하수도 등 기반시설 노후·부재"
,,2. 교통 불편
,,"3. 시장, 은행 등 편의시설 이용 불편"
,,4. 비위생적인 주변환경
,,5. 열악한 보육·교육 여건
,,6. 지역 방범·치안 불안정
,,7. 철거·퇴거 위협 등 주거안정 침해
,,8. 기타
SQ4_1_O,(TEXT) (기타오픈) 문4-1. 귀하께서 불편함을 느끼는 주된 원인을 아래의 보기에서 중요한 순서대로 두 가지를 골라주십시오.,
SQ5_1,문5. 주거지원의 필요성_1) 가능한 주거 대안에 대한 상담,1. 매우 불필요
,,2. 약간 불필요
,,3. 약간 필요
,,4. 매우 필요
SQ5_2,문5. 주거지원의 필요성_2) 주택을 구하는 과정에 대한 지원,1. 매우 불필요
,,2. 약간 불필요
,,3. 약간 필요
,,4. 매우 필요
SQ5_3,문5. 주거지원의 필요성_3) 초기 정착 지원,1. 매우 불필요
,,2. 약간 불필요
,,3. 약간 필요
,,4. 매우 필요
SQ5_4,문5. 주거지원의 필요성_4) 거주 유지를 위한 지원,1. 매우 불필요
,,2. 약간 불필요
,,3. 약간 필요
,,4. 매우 필요
D_WGT1,설계가중치,
G_WGT,최종가중치_기타(비주택+주택이외),
