시설ID,시설명,서비스분류코드,서비스분류명,자치구코드,자치구명,연령구분코드,연령구분,X좌표값,Y좌표값,우편번호,기본주소,상세주소,설립일,사용료무료여부,사용료,전용면적(평),학기시작시간,학기종료시간,방학시작시간,방학종료시간,재량휴일시작시간,재량휴일종료시간,토요일운영여부,토요일운영시작시간,토요일운영종료시간,월사용료무료여부,월자기부담금,월사용료,일사용료무료여부,일자기부담금,일사용료,상시돌봄정원수,일시돌봄정원수,전용면적(m2),자치구코드배열,아침돌봄서비스여부,등록일시,수정일시
DJ210201,동작4호점 우리동네키움센터(노량진1동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.940411674816,37.5103324533455,6924,서울특별시 동작구 장승배기로 142-1,2층 (노량진동),2021-02-22T00:00:00,,,42,1300,1900,900,1900,900,1900,N,900,1800,N,,50000,N,,2500,30,6,139.68,,N,2021-02-04T14:16:20,2026-01-05T18:01:23
SD210101,성동11호점 우리동네키움센터(신금호아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.02076,37.55448,4727,서울특별시 성동구 행당로 6,103호 (금호동1가),2021-01-27T00:00:00,,,28,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,90.75,,N,2021-01-27T13:48:16,2026-01-02T13:06:25
YC210101,양천구 3호점 우리동네키움센터,1001,우리동네키움센터,11470,양천구,1003,초등학생,126.8457,37.51793,8069,서울특별시 양천구 남부순환로83길 54,양천구3호점 우리동네키움센터 (신월동),2021-01-25T00:00:00,,,44.74,1100,2000,900,1800,900,1800,N,1000,1700,N,,50000,N,,2500,25,5,147.65,,N,2021-01-25T11:54:20,2026-03-05T10:56:08
YS210101,용산구7호점 우리동네키움센터 ,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.99465,37.52047,4398,서울특별시 용산구 서빙고로 279,"서빙고동주민센터, 4층 (서빙고동)",2021-01-29T00:00:00,,,40,800,1900,800,1900,800,1900,N,,,N,,50000,N,,2500,30,6,132,,N,2021-01-22T10:11:45,2026-04-21T09:27:09
KC210101,금천구 3호점 우리동네키움센터(시흥1동),1001,우리동네키움센터,11545,금천구,1003,초등학생,126.90083,37.44666,8637,서울특별시 금천구 시흥대로39길 46,상가 3층 (시흥동),2021-01-20T00:00:00,,,38,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,125,,N,2021-01-20T11:31:36,2026-01-05T09:01:06
SP210101,송파15호점 우리동네키키움센터(잠실본동2호점 송파키움센터),1009,융합형키움센터,11710,송파구,1003,초등학생,127.08268,37.50612,5569,서울특별시 송파구 백제고분로 139,극동빌딩 B동 2층 (잠실동),2021-01-18T00:00:00,,,63.5,1200,2000,800,2000,900,2000,Y,900,1300,N,,50000,N,,2500,45,9,210,,N,2021-01-16T14:43:32,2026-03-06T13:25:12
SM210101,서대문3호점 우리동네키움센터 융합형(홍제3동 우리동네키움센터),1009,융합형키움센터,11410,서대문구,1003,초등학생,126.94693,37.59692,3619,서울특별시 서대문구 간호대로 35-12, (홍제동),2021-01-25T00:00:00,,,85,1200,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,40,8,283.18,,N,2021-01-10T14:08:14,2026-04-16T13:55:36
NW210101,노원24호점 우리동네키움센터(공릉비선 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.08685271452,37.6253201737258,1799,서울특별시 노원구 화랑로51길 78,"504동 105호 (공릉동, 비선아파트)",2021-02-15T00:00:00,,,23,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,23,4,77.9,,N,2021-01-07T16:38:31,2026-03-25T13:12:42
JG210101,중구6호점 우리동네키움센터(중구형 초등돌봄 다산키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,127.00954,37.55436,4598,서울특별시 중구 동호로11길 22,신당종합복지관 5층 (신당동),2021-01-04T00:00:00,,,23,1300,2000,800,2000,800,2000,N,,,Y,0,,,0,,20,4,78,,N,2021-01-04T14:00:16,2026-02-13T14:31:22
YF210102,영등포8호점 우리동네키움센터(신길1동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.9156,37.51009,7348,서울특별시 영등포구 도신로54길 15-12,1층 (신길동),2021-01-11T00:00:00,,,23,900,1900,900,1800,900,1900,N,,,,0,,Y,,,20,4,77,,N,2021-01-02T15:06:34,2024-12-16T09:50:51
YF210101,영등포7호점 우리동네키움센터(당산2동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.90026,37.52864,7220,서울특별시 영등포구 국회대로37길 19,중앙빌딩 3층 (당산동4가),2021-01-11T00:00:00,,,35,900,1900,800,1900,900,1900,N,,,,0,,Y,0,,25,5,115,,N,2021-01-02T15:00:55,2026-02-10T11:26:16
YC201201,양천구 2호점 우리동네키움센터 (융합형),1009,융합형키움센터,11470,양천구,1003,초등학생,126.8703,37.54324,7974,서울특별시 양천구 목동중앙본로 86,2층 (목동),2021-01-11T00:00:00,,,72,1000,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,35,7,239,,N,2020-12-29T16:14:47,2026-04-01T12:58:49
JN201203,종로3호점 해아전 우리동네키움센터(혜화동),1001,우리동네키움센터,11110,종로구,1003,초등학생,127.00065,37.586,3075,서울특별시 종로구 혜화로 3,1층~3층 (혜화동),2021-01-20T00:00:00,,,50.5,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,167,,Y,2020-12-24T18:25:48,2026-03-27T09:04:18
JR201201,중랑2호점 우리동네키움센터(중랑아동돌봄센터),1001,우리동네키움센터,11260,중랑구,1003,초등학생,127.08423,37.61948,2021,서울특별시 중랑구 신내로25가길 2,3층 303호 (묵동),2021-02-01T00:00:00,,,26,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,26,0,87.36,,N,2020-12-24T10:24:42,2026-03-09T12:32:44
GD201202,강동3호점 강일동 우리동네키움센터(융합형),1009,융합형키움센터,11740,강동구,1003,초등학생,127.17408,37.56464,5211,서울특별시 강동구 아리수로 421,2층 (강일동),2020-12-28T00:00:00,,,88,900,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,35,7,290.9,,Y,2020-12-23T12:30:50,2026-01-09T16:56:15
GD201201,강동2호점 명일2동 우리동네키움센터,1001,우리동네키움센터,11740,강동구,1003,초등학생,127.154652441257,37.5487513564302,5271,서울특별시 강동구 동남로67길 21,2층 (명일동),2020-12-28T00:00:00,,,21,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,83.6,,N,2020-12-23T12:03:35,2025-12-08T12:45:15
YS201201,용산구8호점 우리동네키움센터,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.98858,37.53605,4345,서울특별시 용산구 녹사평대로40나길 37,지하1층 (이태원동),2020-12-28T00:00:00,,,24,800,1900,800,1800,800,1800,N,,,N,,50000,,0,,20,4,78.79,,N,2020-12-18T14:48:23,2025-04-29T15:05:28
SB201201,성북2호점 우리동네키움센터 융합형(석관동),1009,융합형키움센터,11290,성북구,1003,초등학생,127.054643433754,37.6089604713994,2790,서울특별시 성북구 화랑로 214,"래미안석관 내 키움센터 (석관동, 래미안석관) / 구. 석관동 청소년공부방",2020-12-21T00:00:00,,,81.4,800,2000,800,2000,800,2000,Y,1200,1600,N,,50000,N,,2500,35,7,269,,N,2020-12-17T14:51:49,2026-01-13T14:39:31
DM201201,동대문구 3호점 우리동네키움센터,1001,우리동네키움센터,11230,동대문구,1003,초등학생,127.06115703163,37.5811239713146,2508,서울특별시 동대문구 전농로16길 51,"108동 주민공동시설 1층 (전농동, 래미안아름숲)",2020-12-21T00:00:00,,,35.6,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,117.64,,N,2020-12-14T17:05:44,2026-04-03T17:11:26
KC201201,금천구 1호점 우리동네키움센터(독산1동)*서울형 아침돌봄 선정센터*,1001,우리동네키움센터,11545,금천구,1003,초등학생,126.89474,37.45858,8608,서울특별시 금천구 벚꽃로 30,"2차 상가 314호 (독산동, 금천 롯데캐슬 골드파크 2차)",2020-12-01T00:00:00,,,24,700,1900,700,1900,700,1900,N,,,N,,50000,N,,2500,20,4,79.56,,Y,2020-12-14T14:02:12,2026-02-12T16:26:42
SP201207,송파14호점 우리동네키움센터(장지동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.12672,37.48198,5810,서울특별시 송파구 새말로8길 9,2층 201호,2020-12-07T00:00:00,,,30,900,2000,700,2000,800,2000,N,,,N,,50000,N,,2500,30,6,99,,N,2020-12-08T14:36:43,2025-10-17T18:44:02
SP201206,송파13호점 우리동네키움센터(송파2동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.11558,37.50196,5674,서울특별시 송파구 송이로10길 12,2층 (송파동),2020-12-15T00:00:00,,,24.8,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,82,,N,2020-12-08T14:27:19,2025-10-20T18:59:11
SP201205,송파12호점 우리동네키움센터(방이1동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.11952,37.51195,5635,서울특별시 송파구 가락로 270,"2층 (방이동, 우정팰리스)",2020-12-01T00:00:00,,,33.9,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,112,,N,2020-12-08T14:19:47,2025-07-15T12:40:12
SP201204,송파11호점(융합형) 우리동네키움센터(오금동 송파키움센터),1009,융합형키움센터,11710,송파구,1003,초등학생,127.14152,37.50043,5738,서울특별시 송파구 동남로28길 40,"오금청소년센터, 3층 (오금동)",2020-12-07T00:00:00,,,63.5,1300,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,40,8,210,,N,2020-12-08T14:07:06,2026-01-02T14:19:52
SP201203,송파10호점 우리동네키움센터(가락2동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.12721,37.49834,5822,서울특별시 송파구 중대로20길 14,2층 (가락동),2020-12-15T00:00:00,,,34.8,1200,1900,800,1800,900,1800,N,,,N,,50000,N,,2500,30,6,115,,N,2020-12-08T13:52:44,2026-02-06T16:47:56
SP201202,삼전동(2호) 송파키움센터,1001,우리동네키움센터,11710,송파구,1003,초등학생,127.09461,37.50673,5601,서울특별시 송파구 석촌호수로 158,2층 (삼전동 금한빌딩),2020-11-23T00:00:00,,,26.9,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,89,,N,2020-12-08T11:17:01,2025-06-26T19:04:22
SP201201,송파8호점 우리동네키움센터(석촌동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.10405,37.50431,5615,서울특별시 송파구 백제고분로37길 4,1층 (석촌동),2020-11-23T00:00:00,,,21.8,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,2,72,,N,2020-12-08T10:36:45,2026-02-12T11:49:16
MP201201,마포3호점 우리동네키움센터(용강동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.93806,37.54233,4162,서울특별시 마포구 대흥로4길 13,2층 (용강동),2020-12-21T00:00:00,,,34,1300,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,20,4,.113.56,,N,2020-12-07T15:51:44,2026-02-05T17:08:40
JN201201,종로4호점 우리동네키움센터(마을연계)(융합형),1009,융합형키움센터,11110,종로구,1003,초등학생,127.01644,37.57699,3109,서울특별시 종로구 지봉로12길 16,"201호 및 202호 (숭인동, 남광쉐르빌)",2020-12-30T00:00:00,,,57.8,1000,2000,800,2000,800,1900,Y,1000,1400,N,,50000,N,,2500,30,6,191,,N,2020-12-04T21:18:47,2026-01-26T10:23:31
GJ201204,광진7호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.09337,37.53785,5047,서울특별시 광진구 구의강변로 79,2층 (구의동),2020-12-07T00:00:00,,,34.1,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,112.71,,N,2020-12-04T18:54:48,2025-10-17T14:16:27
GJ201203,광진6호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.08106,37.55951,4928,서울특별시 광진구 능동로 338,2층 (중곡동),2020-12-01T00:00:00,,,51.5,1300,1900,900,1900,900,1800,N,,,N,,50000,,0,,25,3,170.25,,N,2020-12-04T18:50:29,2025-10-17T14:48:51
GJ201202,광진5호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.08105,37.56047,4915,서울특별시 광진구 능동로 347,2층 (중곡동),2020-12-01T00:00:00,,,40,1300,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,20,4,132.05,,N,2020-12-04T18:42:33,2026-01-02T09:58:30
GJ201201,광진4호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.09732,37.54108,4974,서울특별시 광진구 아차산로66길 8,3층 (광장동),2020-12-01T00:00:00,,,25.6,1300,1900,900,1900,900,1800,N,,,N,,50000,N,,2500,20,4,84.72,,N,2020-12-04T18:35:05,2024-09-02T11:12:59
BP201201,제2호(동작?영등포권) 거점형 우리동네키움센터,1008,거점형키움센터,11590,동작구,1003,초등학생,126.927290754461,37.5125160230481,6938,서울특별시 동작구 노량진로 10,서울가족플라자 내 1층 활동실 (대방동),2020-12-02T00:00:00,,,,1300,2000,800,2000,1000,2000,Y,1000,1800,,0,,N,,2500,0,18,,1159011560,N,2020-12-02T10:51:24,2026-04-25T17:09:36
GB201101,강북구 2호점 우리동네키움센터(인수동),1001,우리동네키움센터,11305,강북구,1003,초등학생,127.01413,37.63437,1093,서울특별시 강북구 인수봉로48길 11-3,1~2층 (수유동),2020-12-07T00:00:00,,,25,1300,2000,900,2000,900,1800,N,,,N,,50000,N,,2500,20,4,84,,N,2020-11-27T21:27:40,2026-02-04T13:17:12
GN201101,강남5호점 우리동네키움센터(도성다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.048,37.49852,6216,서울특별시 강남구 역삼로52길 14,"304호(역삼동, 도곡프라자) (역삼동)",2020-12-28T00:00:00,,,37.3,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,123.16,,N,2020-11-23T13:01:52,2025-12-01T14:20:02
GR201104,구로13호점 우리동네키움센터(항동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.82476,37.48116,8368,서울특별시 구로구 항동로3길 4,201호 202호 (항동),2020-11-25T00:00:00,,,29,900,1900,800,1800,800,1800,N,,,N,,50000,N,,2500,25,3,96.3,,N,2020-11-18T14:36:51,2025-01-07T11:14:08
GR201103,구로12호점 우리동네키움센터(온수동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.82445,37.49307,8260,서울특별시 구로구 부일로 875,2층 (온수동),2020-11-25T00:00:00,,,42,1000,1900,900,1900,1000,1900,N,,,N,,50000,N,,2500,25,5,141,,N,2020-11-18T14:27:53,2025-10-16T09:36:03
GR201102,구로11호점 우리동네키움센터(천왕숲),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.84245,37.4837,8350,서울특별시 구로구 오리로 1102-6,"106호,107호 (천왕동)",2020-11-25T00:00:00,,,30,900,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,25,5,99.5,,N,2020-11-18T14:19:45,2025-10-15T18:10:42
GR201101,구로10호점 우리동네키움센터(오류2동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.83936,37.4894,8342,서울특별시 구로구 서해안로24길 27,2층 (오류동),2020-11-25T00:00:00,,,21,1200,1900,800,1800,800,1900,N,,,N,,50000,N,,2500,20,4,70.2,,N,2020-11-18T14:14:06,2026-03-27T13:24:12
JN201103,종로2호점 우리동네키움센터(부암동),1001,우리동네키움센터,11110,종로구,1003,초등학생,126.9606,37.60174,3014,서울특별시 종로구 세검정로 259,"102호 (신영동, 진안빌라)",2020-11-18T00:00:00,,,28.4,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,94,,N,2020-11-12T17:49:14,2024-11-26T10:27:24
GJ201101,광진3호점 융합형우리동네키움센터,1009,융합형키움센터,11215,광진구,1003,초등학생,127.08392,37.53409,5056,서울특별시 광진구 자양로 71-7,지하1층 ~ 지상2층 (자양동),2020-11-02T00:00:00,,,88.2,800,2000,800,2000,800,2000,Y,900,1300,N,,40000,N,,2500,30,6,291.33,,Y,2020-11-12T14:08:01,2026-04-25T09:30:53
SM201101,서대문2호점 우리동네키움센터(연희동 우리동네키움센터),1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.932859087182,37.5700312038412,3699,서울특별시 서대문구 연희로 139-5,"2층(연희동,호범빌딩) (연희동)",2020-11-09T00:00:00,,,32,1200,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,107.97,,N,2020-11-02T14:11:52,2025-09-15T18:52:53
SP201001,송파7호점 우리동네키움센터(위례동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.13599381173,37.4772999901041,5814,서울특별시 송파구 위례순환로 477,"2321동 1층 다목적실내부 (장지동, 위례포레샤인23단지)",2020-11-09T00:00:00,,,41,1300,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,25,5,136,,N,2020-10-25T20:57:55,2026-01-02T15:49:35
GB201001,강북구 1호점 우리동네키움센터(융합형)(수유2동),1009,융합형키움센터,11305,강북구,1003,초등학생,127.01551,37.64862,1044,서울특별시 강북구 삼양로136길 30,"2층~3층 (수유동, 다올자리)",2020-11-23T00:00:00,,,68.1,1300,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,30,6,224.74,,N,2020-10-23T16:05:30,2024-01-28T12:53:17
YF201001,영등포6호점 우리동네키움센터(도영 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.90214,37.50993,7369,서울특별시 영등포구 도림로112길 21-15,2층 (영등포동),2020-10-26T00:00:00,,,27,900,1900,900,1800,900,1800,N,,,Y,,,Y,0,,20,4,89,,N,2020-10-13T17:58:20,2025-11-13T14:49:33
NW201001,노원23호점 우리동네키움센터(노원융합형아이휴센터),1009,융합형키움센터,11350,노원구,1003,초등학생,127.0596,37.64097,1772,서울특별시 노원구 덕릉로70길 100, (상계동) 노원아이돌봄센터 2층,2020-10-29T00:00:00,,,100,1200,2000,900,2000,900,2000,Y,900,1300,N,,20000,N,,2500,40,8,318,,N,2020-10-11T16:00:51,2026-02-23T18:53:09
GR201001,구로9호점 우리동네키움센터(신도림동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.87874,37.5066,8211,서울특별시 구로구 신도림로 20,401호 (신도림동),2020-10-12T00:00:00,,,55,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,181,,N,2020-10-06T19:31:40,2026-04-21T11:14:10
GR200903,구로8호점 우리동네키움센터(고척2동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.85552,37.50697,8239,서울특별시 구로구 중앙로15길 80,2층 (고척동),2020-10-01T00:00:00,,,40,900,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,30,6,154,,N,2020-09-29T16:20:43,2025-10-15T18:22:22
BP200902,제1호(노원?도봉권) 거점형 우리동네키움센터,1008,거점형키움센터,11350,노원구,1003,초등학생,127.05127,37.67222,1614,서울특별시 노원구 동일로231다길 10, (상계동),2020-09-29T00:00:00,,,,1300,2000,800,2000,900,2000,Y,1000,1800,,0,,N,,2500,0,20,,1135011320,N,2020-09-29T09:46:21,2026-04-06T10:28:46
YS200901,용산6호점 우리동네키움센터,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.966624807139,37.5267648742758,4387,서울특별시 용산구 서빙고로 17,용산센트럴 파크타워(한강로3가) 업무동 2층,2020-10-05T00:00:00,,,44,800,1900,800,1900,800,1900,N,,,N,,50000,N,,2500,30,6,146.5,,Y,2020-09-27T18:20:45,2025-08-29T11:25:38
NW200901,노원22호점 우리동네키움센터(상계보람2단지 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.06576,37.66677,1671,서울특별시 노원구 한글비석로 480,"208동 102호 (상계동, 보람아파트2단지)",2020-10-05T00:00:00,,,20.9,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,21,4,69,,N,2020-09-22T17:58:24,2026-02-26T17:05:17
YF200902,영등포5호점 우리동네키움센터(여의동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.93195,37.5189,7343,서울특별시 영등포구 여의대방로 386,진주상가 404호 (여의도동),2020-10-07T00:00:00,,,35,1000,1900,800,1900,900,1800,N,,,Y,0,,,0,,25,5,115,,Y,2020-09-20T16:56:19,2026-02-13T14:21:28
YF200901,영등포4호점 우리동네키움센터(문래동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.88907,37.51965,7281,서울특별시 영등포구 선유로 63,동신타워 203호 (문래동6가),2020-10-07T00:00:00,,,30,1000,1900,900,1900,900,1900,N,,,Y,0,,,0,,25,5,99,,N,2020-09-20T16:53:01,2024-12-13T17:46:34
SC200802,서초3호점 우리동네키움센터(서초구립 내곡동 초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,127.05991,37.45342,6800,서울특별시 서초구 청계산로9길 70,sh플라자 3층 (내곡동),2020-10-19T00:00:00,,,54,1300,1900,900,1800,900,1800,N,,,Y,0,,,0,,25,5,163.82,,N,2020-08-27T11:43:26,2026-04-21T15:16:40
SC200801,서초2호점 우리동네키움센터(서초구립 네이처힐2단지 초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,127.021776613469,37.4625079439871,6765,서울특별시 서초구 형촌길 15,"205동 (우면동) (우면동, 서초네이처힐2단지)",2020-10-19T00:00:00,,,30,1300,1900,900,1800,900,1800,N,700,1400,Y,0,,,0,,20,4,97.18,,Y,2020-08-27T09:53:11,2026-03-30T09:33:25
GN200701,강남4호점 우리동네키움센터(세곡다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.10732,37.47381,6370,서울특별시 강남구 밤고개로 231,"훼미리타운 A동 202, 203호 (자곡동)",2020-08-18T00:00:00,,,53.3,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,175.95,,N,2020-07-25T12:32:00,2026-04-23T10:15:23
NW200701,노원21호점 우리동네키움센터(상계12단지 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.058459862693,37.6657364186696,1673,서울특별시 노원구 한글비석로 530,"1207동 106호 (상계동, 상계주공12단지아파트)",2020-07-24T00:00:00,,,21,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,21,4,70.35,,N,2020-07-16T14:19:46,2026-03-27T14:14:05
YS200701,용산5호점 우리동네키움센터,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.9536,37.53549,4357,서울특별시 용산구 효창원로 39,2층(도로기준 3층) (신창동),2020-07-27T00:00:00,,,30,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,98.78,,N,2020-07-10T16:41:50,2025-05-13T10:27:27
NW200602,노원19호점 우리동네키움센터(중계무지개 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.06476314263,37.6452270099912,1781,서울특별시 노원구 동일로208길 19,"201동 104호 (중계동, 중계무지개아파트)",2020-06-22T00:00:00,,,21,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,21,4,69.54,,N,2020-06-17T13:25:45,2026-03-05T09:10:15
NW200601,노원18호점 우리동네키움센터(상계1단지 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.059053673464,37.6479863634776,1765,서울특별시 노원구 덕릉로 459-21,"111-101 (상계동, 상계주공1단지아파트)",2020-06-22T00:00:00,,,25,900,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,25,5,84.41,,N,2020-06-12T17:22:13,2026-02-19T09:49:04
GN200601,강남3호점 우리동네키움센터(청담다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.05405,37.52047,6073,서울특별시 강남구 영동대로131길 26,강남청소년수련관 3층 (청담동),2020-07-06T00:00:00,,,53.7,900,1900,800,1800,800,1800,N,,,N,,50000,N,,2500,25,5,177.48,,N,2020-06-04T20:26:18,2026-01-14T11:20:30
DB200503,도봉구3호점 우리동네키움센터,1001,우리동네키움센터,11320,도봉구,1003,초등학생,127.048491800149,37.6863052484388,1318,서울특별시 도봉구 마들로 859-19,"111동 102호  (도봉동, 도봉한신아파트)",2020-05-27T00:00:00,,,31,1300,2000,900,1800,900,1800,N,,,N,,20000,N,,2000,20,4,104,,Y,2020-05-25T12:06:20,2025-09-16T09:31:45
DB200501,도봉4호점 우리동네키움센터,1001,우리동네키움센터,11320,도봉구,1003,초등학생,127.045065750872,37.6491146720145,1421,서울특별시 도봉구 해등로 50,"323동 101호 (창동, 주공3단지아파트)",2020-05-27T00:00:00,,,32,1000,1900,900,1800,900,1900,N,,,N,,20000,N,,2000,20,4,105.5,,N,2020-05-20T08:53:16,2025-10-16T17:56:26
NW200501,노원20호점 우리동네키움센터(상계두산 융합형 아이휴센터),1009,융합형키움센터,11350,노원구,1003,초등학생,127.05375,37.67788,1606,서울특별시 노원구 동일로241길 53,"관리사무소 2층 (상계동, 두산아파트)",2020-04-01T00:00:00,,,110,1200,2000,900,2000,900,2000,Y,900,1300,N,,20000,N,,2500,40,8,362,,N,2020-05-13T15:22:31,2026-03-09T18:55:24
JG200501,중구5호점 우리동네키움센터(중구 초등돌봄 신당5동키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,127.02188,37.56513,4578,서울특별시 중구 다산로44길 85,2층 (신당동),2020-05-01T00:00:00,,,29,1100,2000,800,2000,800,2000,N,,,Y,0,,,0,,29,6,97.62,,N,2020-05-08T15:29:17,2026-01-19T15:41:36
SP200502,송파6호점 우리동네키움센터(문정2동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.11148,37.48977,5834,서울특별시 송파구 중대로4길 4,1층 (문정동),2020-05-04T00:00:00,,,24,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,81.21,,N,2020-05-06T09:15:04,2026-04-20T14:01:51
SP200501,송파5호점 우리동네키움센터(가락본동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.12345,37.50073,5705,서울특별시 송파구 오금로36길 36,태연빌딩 3층 (가락동),2020-05-04T00:00:00,,,36,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,120,,N,2020-05-06T09:09:39,2026-02-23T13:49:51
NW200407,노원17호점 우리동네키움센터(상계6단지 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.066788212232,37.6529080475806,1752,서울특별시 노원구 노해로 508,"623동 101호,102호 (상계동, 상계주공6단지아파트)",2020-05-06T00:00:00,,,36,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,35,7,165,,N,2020-04-28T17:18:05,2026-01-05T16:19:38
GJ200401,광진2호점 우리동네키움센터(꿈 정함),1001,우리동네키움센터,11215,광진구,1003,초등학생,127.08475,37.52884,5106,서울특별시 광진구 자양로3가길 28, (자양동),2020-05-01T00:00:00,,,39,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,131,,N,2020-04-22T16:35:40,2026-01-20T09:43:11
