시설ID,시설명,서비스분류코드,서비스분류명,자치구코드,자치구명,연령구분코드,연령구분,X좌표값,Y좌표값,우편번호,기본주소,상세주소,설립일,사용료무료여부,사용료,전용면적(평),학기시작시간,학기종료시간,방학시작시간,방학종료시간,재량휴일시작시간,재량휴일종료시간,토요일운영여부,토요일운영시작시간,토요일운영종료시간,월사용료무료여부,월자기부담금,월사용료,일사용료무료여부,일자기부담금,일사용료,상시돌봄정원수,일시돌봄정원수,전용면적(m2),자치구코드배열,아침돌봄서비스여부,등록일시,수정일시
DJ200401,동작3호점 우리동네키움센터(사당5동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.96653,37.4876,7030,서울특별시 동작구 사당로 154,2층 (사당동),2020-05-08T00:00:00,,,33,700,2000,700,2000,700,2000,N,,,N,,50000,N,,2500,20,4,83,,Y,2020-04-08T15:36:32,2025-07-25T10:41:30
GR200401,구로7호점 우리동네키움센터(구로융합형),1009,융합형키움센터,11530,구로구,1003,초등학생,126.89777,37.48138,8393,서울특별시 구로구 디지털로32가길 50,3~4층 (구로동),2020-04-01T00:00:00,,,69,900,2000,800,2000,800,2000,Y,900,1300,N,,50000,N,,2500,30,6,238,,N,2020-04-03T11:31:49,2025-06-12T09:27:42
NW200401,노원16호점 우리동네키움센터(상계다락 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.07049,37.66257,1667,서울특별시 노원구 한글비석로 426-12,3층 (상계동),2020-04-01T00:00:00,,,25,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,25,5,83,,N,2020-04-01T14:58:21,2026-01-12T10:46:41
GR200302,구로6호점 우리동네키움센터(고척1동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.98505149596,37.5208440283276,8227,서울특별시 구로구 중앙로1길 18-19,"104동 109호 (고척동, 우성현대아파트)",2020-03-23T00:00:00,,,21,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,66,,N,2020-03-23T12:15:23,2026-02-23T18:43:52
JG200301,중구4호점 우리동네키움센터(중구 초등돌봄 약수키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,127.01257,37.55188,4596,서울특별시 중구 동호로5길 19,1층 (신당동),2020-03-02T00:00:00,,,87,1100,2000,800,2000,800,2000,N,,,Y,0,,,0,,81,10,290,,Y,2020-03-18T10:13:43,2026-01-20T11:25:39
GR200301,구로5호점 우리동네키움센터(천왕동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.83912,37.47927,8364,서울특별시 구로구 천왕로 21,"701동 1층 (천왕동, 천왕이펜하우스7단지)",2020-03-16T00:00:00,,,34,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,30,6,114,,N,2020-03-17T18:55:09,2025-11-11T10:35:41
EP200301,은평4호점 우리동네키움센터(역촌),1001,우리동네키움센터,11380,은평구,1003,초등학생,126.91928,37.60535,3403,서울특별시 은평구 진흥로7나길 12-5,2층 (역촌안심마을 경로당) (역촌동),2020-03-30T00:00:00,,,22,1000,2000,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,73,,N,2020-03-11T10:25:21,2025-02-27T22:50:37
SD200203,성동10호점 우리동네키움센터(금호대우아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.022690370297,37.5468887313725,4738,서울특별시 성동구 독서당로 272, 독서당로 46길 26 금호4가 주민센터 옆 금호대우아이꿈누리터 (성동10호점 우리동네키움센터),2020-02-17T00:00:00,,,33,1000,2000,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,104.8,,N,2020-02-25T17:11:05,2024-09-04T11:12:25
YF200203,영등포3호점 우리동네키움센터(대림1동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.905410476391,37.4910632007476,7438,서울특별시 영등포구 대림로8길 13-2,2층 (대림동),2020-03-02T00:00:00,,,31.4,1200,1900,800,1900,900,1900,N,,,Y,0,,,,,20,4,103.8,,N,2020-02-16T17:04:17,2025-07-31T17:52:27
YF200202,영등포2호점 우리동네키움센터(당산1동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.894,37.526,7261,서울특별시 영등포구 당산로29길 9,1층 (그린앤케어센터) (당산동3가),2020-03-02T00:00:00,,,35,1200,1900,900,1800,1200,1800,N,,,,0,,Y,0,,25,5,115,,N,2020-02-16T16:52:38,2025-08-19T14:39:10
GR200201,구로4호점 우리동네키움센터(구로1동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.877651971296,37.4933055586448,8325,서울특별시 구로구 구일로4길 46,"202동 106호 (구로동, 현대연예인아파트)",2020-02-01T00:00:00,,,25,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,84,,N,2020-02-11T18:22:03,2026-02-10T13:39:37
SD200201,성동9호점 우리동네키움센터(사근동아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.04533,37.5615,4761,서울특별시 성동구 사근동길 37,사근동 공공복합청사 지하1층 (사근동),2020-02-10T00:00:00,,,25,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,15,0,66.8,,N,2020-02-07T15:42:33,2024-08-26T17:44:32
GS200203,강서1호점 우리동네키움센터(염창동),1001,우리동네키움센터,11500,강서구,1003,초등학생,126.87322916778,37.5552491177088,7535,서울특별시 강서구 양천로67길 93-22,염창1빗물펌프장 2층 (염창동),2020-02-17T00:00:00,,,67,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,223,,N,2020-02-04T10:36:17,2026-04-09T11:28:11
GS200202,강서2호점 우리동네키움센터(방화3동),1001,우리동네키움센터,11500,강서구,1003,초등학생,126.81398,37.57958,7511,서울특별시 강서구 금낭화로 162,"1층 (방화동, 방화메이빌아파트)",2020-02-03T00:00:00,,,37,1300,1900,900,1800,1000,1900,N,700,1500,N,,50000,N,,2500,20,4,121,,N,2020-02-04T10:13:04,2026-03-17T18:29:32
DJ200127,동작2호점 우리동네키움센터(신대방1동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.912643519375,37.4894670279241,7066,서울특별시 동작구 신대방2길 42-10,3층 (신대방동),2020-01-06T00:00:00,,,55,1000,1900,800,1900,900,1900,N,,,N,,50000,N,,2500,20,4,182,,N,2020-01-17T14:51:25,2025-06-09T13:24:57
YS200110,용산2호점 우리동네키움센터,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.95423,37.52685,4374,서울특별시 용산구 이촌로2가길 75,1층 (이촌동),2019-12-20T00:00:00,,,25,800,1900,800,1900,800,1900,N,,,N,,50000,N,,2500,20,4,82,,N,2020-01-14T17:50:10,2024-08-20T10:27:53
YS200109,용산4호점 우리동네키움센터,1001,우리동네키움센터,11170,용산구,1003,초등학생,126.96267,37.54227,4312,서울특별시 용산구 효창원로 160,효창그리스도의교회 1층 (청파동3가),2019-12-30T00:00:00,,,50,900,1900,800,1900,800,1900,N,,,N,,50000,N,,2500,30,6,165,,N,2020-01-14T16:46:22,2026-04-22T08:50:28
GR200128,구로3호점 우리동네키움센터(구로2동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.88016,37.49734,8281,서울특별시 구로구 벚꽃로 484,"2층 (구로동, 화원종합사회복지관)",2020-01-01T00:00:00,,,33,1300,1900,900,1800,900,1800,N,900,1300,N,,50000,N,,2500,25,5,117,,N,2020-01-14T11:20:34,2026-01-19T14:04:22
NW200151,노원15호점 우리동네키움센터(상계동아불암 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.07915,37.6667,1647,서울특별시 노원구 덕릉로 780,"102동 101호 (상계동, 동아불암아파트)",2020-02-12T00:00:00,,,32,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,32,6,84.9,,N,2020-01-09T14:44:13,2025-10-17T15:33:53
NW200150,노원14호점 우리동네키움센터(상계15단지 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.055670551754,37.6697700497881,1617,서울특별시 노원구 동일로227길 26,"1510동 107호, 108호 (상계동, 상계주공15단지아파트)",2020-01-02T00:00:00,,,28,900,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,28,6,93.14,,N,2020-01-09T13:37:43,2025-07-04T10:37:17
NW200125,노원12호점 우리동네키움센터(은빛1단지아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.052894081767,37.6815813706627,1603,서울특별시 노원구 동일로245길 162,"109동 108호 (상계동, 은빛1단지아파트)",2019-12-20T00:00:00,,,21,1300,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,21,4,69.42,,Y,2020-01-08T15:17:48,2025-01-03T16:51:18
EP200129,은평3호점 우리동네키움센터(응암),1001,우리동네키움센터,11380,은평구,1003,초등학생,126.92352,37.59183,3477,서울특별시 은평구 백련산로 38,"커뮤니티센터 b1 (응암동, 백련산 힐스테이트 2차)",2020-02-17T00:00:00,,,40,1000,2000,900,1900,900,1800,N,,,N,,50000,N,,2500,20,4,117,,N,2020-01-07T13:54:43,2025-01-08T09:10:54
NW200124,노원13호점 우리동네키움센터(월계극동아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.04598,37.62955,1873,서울특별시 노원구 덕릉로60길 266,"102동 105호 (월계동, 극동아파트)",2019-12-30T00:00:00,,,28,1300,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,28,4,95.31,,N,2020-01-06T10:19:10,2025-10-21T16:07:18
JG191212,중구3호점 우리동네키움센터(중구 초등돌봄 손기정키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,126.964537879549,37.5558931119814,4501,서울특별시 중구 손기정로 101,손기정문화도서관 1층 (만리동2가),2019-12-27T00:00:00,,,40,1100,2000,800,2000,800,2000,N,,,Y,0,,,0,,34,6,220,,N,2019-12-30T11:26:17,2026-03-10T15:34:10
JG191211,중구2호점 우리동네키움센터(중구 초등돌봄 중림키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,126.96625,37.55952,4506,서울특별시 중구 서소문로6길 16,종림종합복지센터 별관4층 (중림동),2019-12-27T00:00:00,,,35,1200,2000,800,2000,800,2000,N,,,Y,0,,,0,,36,8,114,,N,2019-12-30T11:16:33,2026-02-27T18:44:35
EP191202,은평2호점 우리동네키움센터(갈현),1001,우리동네키움센터,11380,은평구,1003,초등학생,126.91674,37.61748,3332,서울특별시 은평구 연서로25길 22,갈현우리동네키움센터 (갈현동),2019-12-01T00:00:00,,,20,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,8,67,,N,2019-12-17T20:02:06,2026-01-15T13:11:54
SD191202,성동8호점 우리동네키움센터(성동복지관아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.03348,37.57023,4704,서울특별시 성동구 청계천로 506,성동종합사회복지관 5층 (마장동),2019-12-12T00:00:00,,,23,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,75.79,,N,2019-12-12T18:52:51,2026-02-27T13:58:25
SD191201,성동7호점 우리동네키움센터(옥수복지관아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.01276,37.54047,4736,서울특별시 성동구 한림말길 16-5,옥수종합사회복지관 3층 (옥수동),2019-12-12T00:00:00,,,30,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,100,,N,2019-12-12T13:37:19,2026-01-13T10:24:15
EP191201,은평1호점 우리동네키움센터(진관),1001,우리동네키움센터,11380,은평구,1003,초등학생,126.916420391688,37.6357808824803,3312,서울특별시 은평구 통일로 1045,"지하 1층 사회적기업1 (진관동, 이룸채)",2020-02-17T00:00:00,,,31,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,12,4,102,,N,2019-12-06T18:12:30,2025-01-02T10:00:51
GN191142,강남2호점 우리동네키움센터 (역삼다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.04094,37.49398,6228,서울특별시 강남구 논현로64길 7,3층 (역삼동),2019-11-25T00:00:00,,,40,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,133,,N,2019-11-28T15:10:31,2025-12-11T11:26:44
NW191115,노원11호점 우리동네키움센터(산마루아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.08148865355,37.6466822515223,1725,서울특별시 노원구 중계로12길 24,"103동 103호 (중계동, 금호아파트)",2019-11-20T00:00:00,,,23,900,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,59.52,,N,2019-11-27T12:01:43,2026-03-03T13:34:57
JG191102,중구1호점 우리동네키움센터(중구 초등돌봄 신당키움센터),1001,우리동네키움센터,11140,중구,1003,초등학생,127.01352,37.56111,4610,서울특별시 중구 다산로29길 10,"3층, 중구 1호점 우리동네키움센터 (신당동)",2019-11-25T00:00:00,,,26,1100,2000,800,2000,800,2000,N,,,Y,0,,,0,0,28,5,86,,N,2019-11-26T20:42:46,2026-02-13T16:15:52
NW191113,노원1호점 우리동네키움센터(월계문화아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.05078,37.62427,1884,서울특별시 노원구 월계로42길 9,2층 다함께돌봄센터 (월계동),2018-07-25T00:00:00,,,20,900,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,66,,N,2019-11-25T13:43:06,2026-04-30T19:26:49
NW191114,노원7호점 우리동네키움센터(하계극동아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.06468,37.63613,1776,서울특별시 노원구 섬밭로 229,"3-111 (하계동, 극동아파트)",2019-07-09T00:00:00,,,26,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,25,5,83.58,,N,2019-11-25T13:18:55,2026-01-20T13:49:48
NW191109,노원5호점 우리동네키움센터(상계3단지아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.055964856426,37.6506781516921,1761,서울특별시 노원구 동일로 215길 48 (상계주공3단지아파트),326동 112호,2019-05-29T00:00:00,,,23,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,23,4,78.87,,N,2019-11-25T13:18:31,2026-01-29T14:30:32
NW191105,노원2호점 우리동네키움센터(상계10단지아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.05767,37.66215,1675,서울특별시 노원구 노원로 564,"1021동 104호 (상계동, 상계주공10단지아파트)",2019-01-01T00:00:00,,,20,900,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,56.4,,N,2019-11-25T13:18:31,2026-01-02T10:52:56
NW191108,노원4호점 우리동네키움센터(달빛마실 아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.058774855899,37.6213285663912,1891,서울특별시 노원구 광운로13길 9,(월계동),2019-04-01T00:00:00,,,20,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,67.65,,N,2019-11-25T13:18:31,2026-03-03T18:07:58
NW191111,노원9호점 우리동네키움센터(상계7단지아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.061756307377,37.6602804864921,1690,서울특별시 노원구 동일로 1456,"718동 106호 (상계동, 상계주공7단지아파트)",2019-09-30T00:00:00,,,20,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,66,,N,2019-11-25T13:18:31,2025-10-20T15:49:59
NW191112,노원8호점 우리동네키움센터(월계그랑빌아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.06709,37.61874,1913,서울특별시 노원구 마들로 31,"115동 104호 (월계동, 그랑빌아파트)",2019-07-22T00:00:00,,,24,1300,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,24,4,80,,N,2019-11-25T13:18:31,2025-07-02T14:19:40
NW191110,노원3호점 우리동네키움센터(상계5간촌아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.0663,37.66267,1679,서울특별시 노원구 한글비석로49길 36,1층 (상계동),2019-01-30T00:00:00,,,27,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,28,4,91.8,,N,2019-11-25T13:18:31,2026-02-10T09:09:51
NW191107,노원6호점 우리동네키움센터(공릉태강아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.083620364669,37.6229253618775,1820,서울시 노원구 공릉로 34길 62 태강아파트 ,1002동 101호,2019-06-20T00:00:00,,,20,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,20,4,82.99,,N,2019-11-25T13:18:31,2026-03-11T16:33:10
NW191106,노원10호점 우리동네키움센터(공릉라이프아이휴센터),1001,우리동네키움센터,11350,노원구,1003,초등학생,127.06819,37.6271,1854,서울시 노원구 섬밭로 123,관리동 2층 공릉라이프 아이휴센터,2019-10-10T00:00:00,,,23,1200,2000,900,2000,900,2000,N,,,N,,20000,N,,2500,23,4,78,,N,2019-11-25T13:18:31,2025-07-01T11:59:41
JN191103,종로1호점 우리동네키움센터(청운효자동),1001,우리동네키움센터,11110,종로구,1003,초등학생,126.96743,37.58353,3035,서울시 종로구 필운대로 86,2층 (신교동)  ,2020-03-25T00:00:00,,,22.42,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,74.84,,N,2019-11-25T13:18:31,2025-07-01T14:50:13
SD191105,성동5호점 우리동네키움센터(성수복지관아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.04698,37.54543,4778,서울특별시 성동구 뚝섬로1길 43,성수종합사회복지관 6층 605호,2019-10-01T00:00:00,,,32,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,23,5,106,,N,2019-11-22T11:21:00,2025-02-12T18:12:12
DB191106,도봉1호점 방아골우리동네키움센터,1001,우리동네키움센터,11320,도봉구,1003,초등학생,127.032705740131,37.6692921509572,1314,서울시 도봉구 시루봉로 17길 42,방아골종합사회복지관 2층,2021-04-05T00:00:00,,,24.2,1300,1900,900,1800,1300,1900,N,,,N,,20000,N,,2000,20,4,80,,N,2019-11-22T11:21:00,2025-10-16T14:25:13
SD191101,성동1호점 우리동네키움센터(스위첸아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.02685,37.56058,4711,서울특별시 성동구 무학봉길 35 KCC스위첸아파트,103동 205호,2019-03-07T00:00:00,,,33,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,107,,N,2019-11-22T11:21:00,2025-07-14T15:21:12
SD191103,성동3호점 우리동네키움센터(마장아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.04306,37.56823,4753,서울특별시 성동구 마장로39길 33,2층,2019-08-30T00:00:00,,,17,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,54.92,,N,2019-11-22T11:21:00,2026-01-09T14:22:44
GJ191101,광진1호점 우리동네키움센터,1001,우리동네키움센터,11215,광진구,1003,초등학생,127.07526,37.53294,5092,서울특별시 광진구 자양번영로 35,자양종합사회복지관 4층 (자양동),2019-09-02T00:00:00,,,23,1300,2000,900,1900,1000,2000,N,,,N,,50000,N,,2500,20,4,76.15,,N,2019-11-22T11:21:00,2025-10-16T18:28:20
SD191106,성동6호점 우리동네키움센터(성수쌍용아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.04712,37.55013,4788,서울특별시 성동구 상원길63 쌍용아파트,105동 101호,2019-10-07T00:00:00,,,20,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,15,3,66,,N,2019-11-22T11:21:00,2026-04-29T19:09:31
SD191104,성동4호점 우리동네키움센터(응봉아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.03074,37.55021,4720,서울특별시 성동구 독서당로 381 ,현대종합상가 304호,2019-08-30T00:00:00,,,25,900,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,81,,Y,2019-11-22T11:21:00,2026-02-09T17:38:25
DB191105,도봉2호점 우리동네키움센터(도봉1동 별별키움센터),1001,우리동네키움센터,11320,도봉구,1003,초등학생,127.04218,37.68484,1304,서울특별시 도봉구 도봉로181길 65-8,2층 (도봉동),2019-10-01T00:00:00,,,20,1100,1900,900,1800,1000,1800,N,,,N,,20000,N,,2000,20,4,93.39,,N,2019-11-22T11:21:00,2026-03-20T14:20:15
SD191102,성동2호점 우리동네키움센터(왕십리도선동아이꿈누리터),1001,우리동네키움센터,11200,성동구,1003,초등학생,127.02553,37.56788,4700,서울특별시 성동구 마장로 141,왕십리도선동주민센터 2층 (상왕십리동),2019-07-26T00:00:00,,,20,1300,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,20,1,60,,N,2019-11-22T11:21:00,2026-01-05T18:07:07
SC191101,서초1호점 우리동네키움센터(서초구립우면동초등키움센터),1001,우리동네키움센터,11650,서초구,1003,초등학생,127.01569,37.45625,6767,서울특별시 서초구 양재대로2길 110,서초우면열린문화센터 2층 (우면동),2019-06-10T00:00:00,,,40,1300,1900,900,1800,900,1800,N,700,1600,Y,0,,Y,0,,20,4,138.44,,N,2019-11-19T22:04:52,2026-03-28T14:41:33
GR191101,구로1호점 (개봉3동)우리동네키움센터,1001,우리동네키움센터,11530,구로구,1003,초등학생,126.852538040537,37.4886639722574,8349,서울특별시 구로구 개봉로11나길 23 ,1층,2019-10-01T00:00:00,,,20,900,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,80,,N,2019-11-19T22:04:52,2026-02-09T16:25:02
GD191101,강동1호점 우리동네키움센터(상상나루來키움센터),1001,우리동네키움센터,11740,강동구,1003,초등학생,127.13146,37.5506,5262,서울특별시 강동구 올림픽로98가길 28,"2층, 상상나루래키움센터",2019-10-14T00:00:00,,,26,1000,1900,900,1800,900,1800,N,,,N,,40000,,,,20,4,85.64,,N,2019-11-19T22:04:52,2023-07-03T12:47:15
SP191104,송파1호점 우리동네키움센터(잠실본동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.080071117672,37.509638990581,5561,서울특별시 송파구 올림픽로8길 22,801호 (잠실동),2019-10-01T00:00:00,,,20,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,66,,N,2019-11-19T22:04:52,2026-04-20T14:36:53
YC191101,양천구 1호점 우리동네키움센터,1001,우리동네키움센터,11470,양천구,1003,초등학생,126.845201288017,37.5112384847052,8054,서울특별시 양천구 신정로11길 20,동일하이빌1단지아파트 관리동 ,2019-09-01T00:00:00,,,42.7,1000,2000,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,141,,N,2019-11-19T22:04:52,2025-10-16T16:32:20
SP191103,송파2호점 우리동네키움센터(송파1동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.10977,37.50597,5666,서울특별시 송파구 백제고분로 42길 5 ,송파여성문화회관 1층 송파1동 송파키움센터,2019-12-02T00:00:00,,,22,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,72,,N,2019-11-19T22:04:52,2025-10-17T12:14:08
GN191101,강남1호점 우리동네키움센터(태화다함께키움센터),1001,우리동네키움센터,11680,강남구,1003,초등학생,127.09348,37.48474,6353,서울특별시 강남구 광평로 185,"101호, 406호, 507호",2019-04-01T00:00:00,,,125,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,50,3,414.23,,N,2019-11-19T22:04:52,2026-04-23T09:57:02
SP191102,삼전동 송파3호점 우리동네키움센터(삼전동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.094954315455,37.4991538336896,5598,서울특별시 송파구 백제고분로32길 35,삼전종합사회복지관 3층 삼전동 송파키움센터 (삼전동),2019-12-01T00:00:00,,,25,1300,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,20,4,81,,N,2019-11-19T22:04:52,2026-04-01T18:49:07
MP191101,마포2호점 우리동네키움센터(망원1동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.90271,37.55318,4016,서울시 마포구 희우정로 77 ,상가 1층 우리동네키움센터,2019-08-22T00:00:00,,,30,1000,1900,900,1800,900,1800,N,,,N,,50000,N,,2500,25,5,99.1,,N,2019-11-19T22:04:52,2026-02-23T14:05:31
SP191101,송파4호점 우리동네키움센터(가락1동 송파키움센터),1001,우리동네키움센터,11710,송파구,1003,초등학생,127.10987,37.49649,5698,서울특별시 송파구 양재대로 925,2층 (가락동),2019-12-02T00:00:00,,,34,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,25,5,116,,N,2019-11-19T22:04:52,2026-03-04T11:43:40
SB191101,성북1호점 우리동네키움센터(장위1동),1001,우리동네키움센터,11290,성북구,1003,초등학생,127.04584,37.61589,2755,서울특별시 성북구 장위로21다길 53,장위행복누림복합센터 3층 (장위동),2018-06-01T00:00:00,,,29,1100,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,29,5,95,,N,2019-11-19T22:04:52,2026-01-22T15:27:56
MP191102,마포구1호점 우리동네키움센터(성산2동),1001,우리동네키움센터,11440,마포구,1003,초등학생,126.90583,37.56845,3940,"서울특별시 마포구 월드컵로 36길52,",2층 160-7,2019-06-08T00:00:00,,,30,1300,1900,800,1900,1000,1900,N,,,N,,50000,N,,2500,25,5,102,,N,2019-11-19T22:04:52,2026-04-30T19:02:07
YF191101,영등포1호점 우리동네키움센터 (영등포본동 아이랜드),1001,우리동네키움센터,11560,영등포구,1003,초등학생,126.91381,37.5135,7311,서울특별시 영등포구 신길로60길 31-2,2층 (신길동),2019-08-21T00:00:00,,,20,900,1900,900,1800,900,1900,N,,,Y,,,,,,20,4,66.91,,N,2019-11-19T22:04:52,2025-10-16T14:05:26
JR191101,중랑1호점 신내동우리동네키움센터(중랑아동돌봄센터),1001,우리동네키움센터,11260,중랑구,1003,초등학생,127.11012,37.61805,2263,서울특별시 중랑구 신내역로1길 145,1층 101호,2020-02-03T00:00:00,,,22,700,2000,900,2000,900,2000,N,,,N,,50000,N,,2500,22,4,73,,Y,2019-11-19T22:04:52,2025-12-16T14:47:55
GR191102,구로2호점 우리동네키움센터(구로5동),1001,우리동네키움센터,11530,구로구,1003,초등학생,126.88651,37.50171,8292,서울특별시 구로구 구로중앙로34길 67,구로5동 우리동네키움센터,2019-10-24T00:00:00,,,20,900,1900,900,1800,900,1900,N,,,N,,50000,N,,2500,20,4,72,,N,2019-11-19T22:04:52,2025-10-13T13:32:53
DJ191101,동작1호점 우리동네키움센터(노량진2동),1001,우리동네키움센터,11590,동작구,1003,초등학생,126.93719,37.50829,6935,서울특별시 동작구 장승배기로 19길 50,1~2층,2019-06-10T00:00:00,,,59,1300,1900,900,1900,900,1900,N,,,N,,50000,N,,2500,20,4,196,,N,2019-11-19T22:04:52,2025-03-13T10:43:10
SM191102,서대문구1호점 우리동네키움센터,1001,우리동네키움센터,11410,서대문구,1003,초등학생,126.90906,37.57815,3714,서울특별시 서대문구 거북골로 195-1,"1, 2층 (서대문꿈나무지원센터, 북가좌동)",2019-06-03T00:00:00,,,64,1300,2000,900,1900,900,1900,N,,,N,,50000,N,,2500,28,5,214.73,,N,2019-11-19T22:04:52,2026-02-12T11:25:34
DM191101,동대문1호점 우리동네키움센터(희망) ,1001,우리동네키움센터,11230,동대문구,1003,초등학생,127.03033,37.57611,2583,서울특별시 동대문구 무학로 133,1-2층 (용두동) (용두동),2019-07-01T00:00:00,,,55.9,1300,1900,900,1800,900,1900,N,900,1500,N,,50000,N,,2500,30,6,184.7,,N,2019-11-19T22:03:55,2025-12-09T14:46:22
