"통계연도","자치구코드","자치구명","구분","구분명","소계","아동수_국공립","아동수_사회복지법인","아동수_법인단체등","아동수_민간","아동수_가정","아동수_부모협동","아동수_직장"
"2025","11410","서대문","2","아동현원수","4187","2461","0","5","1032","406","0","283"
"2025","11740","강동","3","정원충족률","75.88%","79.69%","65.52%","94.4%","66.65%","83.72%","65.%","77.8%"
"2025","11740","강동","2","아동현원수","9346","5178","57","118","2624","1023","13","333"
"2025","11740","강동","1","아동정원수","12317","6498","87","125","3937","1222","20","428"
"2025","11710","송파","3","정원충족률","76.97%","80.43%","50.%","50.5%","72.21%","87.48%","0.%","66.12%"
"2025","11710","송파","2","아동현원수","10472","5351","14","101","2495","1432","0","1079"
"2025","11710","송파","1","아동정원수","13605","6653","28","200","3455","1637","0","1632"
"2025","11680","강남","3","정원충족률","63.52%","67.96%","0.%","0.%","67.38%","69.44%","55.1%","48.58%"
"2025","11680","강남","2","아동현원수","6579","3935","0","0","1126","359","27","1132"
"2025","11680","강남","1","아동정원수","10357","5790","0","0","1671","517","49","2330"
"2025","11650","서초","3","정원충족률","66.64%","70.08%","0.%","82.18%","68.12%","83.72%","64.15%","51.91%"
"2025","11650","서초","2","아동현원수","6779","4314","0","166","797","324","34","1144"
"2025","11650","서초","1","아동정원수","10172","6156","0","202","1170","387","53","2204"
"2025","11620","관악","3","정원충족률","62.55%","67.34%","0.%","50.23%","54.19%","68.54%","0.%","53.3%"
"2025","11620","관악","2","아동현원수","4665","2942","0","111","809","440","0","363"
"2025","11620","관악","1","아동정원수","7458","4369","52","221","1493","642","0","681"
"2025","11590","동작","3","정원충족률","69.3%","68.49%","0.%","51.61%","70.16%","80.3%","79.59%","52.77%"
"2025","11590","동작","2","아동현원수","4908","3049","0","32","1039","587","39","162"
"2025","11590","동작","1","아동정원수","7082","4452","0","62","1481","731","49","307"
"2025","11560","영등포","3","정원충족률","73.25%","77.5%","79.75%","100.%","65.79%","87.98%","0.%","64.6%"
"2025","11560","영등포","2","아동현원수","7315","3504","63","40","948","893","0","1867"
"2025","11560","영등포","1","아동정원수","9986","4521","79","40","1441","1015","0","2890"
"2025","11545","금천","3","정원충족률","60.93%","65.31%","47.49%","66.96%","51.32%","74.83%","0.%","60.66%"
"2025","11545","금천","2","아동현원수","3453","1892","85","229","876","223","0","148"
"2025","11545","금천","1","아동정원수","5667","2897","179","342","1707","298","0","244"
"2025","11530","구로","3","정원충족률","70.71%","79.56%","60.26%","58.72%","58.81%","79.71%","35.%","51.43%"
"2025","11530","구로","2","아동현원수","7178","3874","138","138","1792","935","14","287"
"2025","11530","구로","1","아동정원수","10151","4869","229","235","3047","1173","40","558"
"2025","11500","강서","3","정원충족률","69.74%","75.59%","68.21%","70.74%","58.13%","76.2%","70.49%","67.83%"
"2025","11500","강서","2","아동현원수","8432","4158","118","266","1976","1095","43","776"
"2025","11500","강서","1","아동정원수","12091","5501","173","376","3399","1437","61","1144"
"2025","11470","양천","3","정원충족률","72.92%","79.99%","0.%","46.51%","63.07%","73.42%","0.%","55.05%"
"2025","11470","양천","2","아동현원수","5571","3257","0","20","1226","790","0","278"
"2025","11470","양천","1","아동정원수","7640","4072","0","43","1944","1076","0","505"
"2025","11440","마포","3","정원충족률","70.78%","74.38%","0.%","53.53%","67.75%","72.5%","64.71%","62.02%"
"2025","11440","마포","2","아동현원수","5125","3094","0","91","813","427","99","601"
"2025","11440","마포","1","아동정원수","7241","4160","0","170","1200","589","153","969"
"2025","11410","서대문","3","정원충족률","69.9%","72.98%","0.%","16.67%","66.84%","83.37%","0.%","50.81%"
"2025","11410","서대문","1","아동정원수","5990","3372","0","30","1544","487","0","557"
"2025","11380","은평","3","정원충족률","70.4%","80.71%","0.%","54.49%","59.5%","54.85%","75.%","67.68%"
"2025","11380","은평","2","아동현원수","6511","3896","0","85","2110","294","15","111"
"2025","11380","은평","1","아동정원수","9249","4827","0","156","3546","536","20","164"
"2025","11350","노원","3","정원충족률","67.3%","70.85%","44.53%","97.96%","53.52%","75.74%","0.%","56.97%"
"2025","11350","노원","2","아동현원수","5959","3036","57","48","1079","1555","0","184"
"2025","11350","노원","1","아동정원수","8854","4285","128","49","2016","2053","0","323"
"2025","11320","도봉","3","정원충족률","66.21%","75.93%","54.55%","44.44%","51.72%","68.75%","68.97%","63.78%"
"2025","11320","도봉","2","아동현원수","3733","2095","18","12","964","462","20","162"
"2025","11320","도봉","1","아동정원수","5638","2759","33","27","1864","672","29","254"
"2025","11305","강북","3","정원충족률","64.78%","67.65%","43.55%","57.14%","65.09%","51.86%","81.25%","20.41%"
"2025","11305","강북","2","아동현원수","3272","1681","27","28","1346","167","13","10"
"2025","11305","강북","1","아동정원수","5051","2485","62","49","2068","322","16","49"
"2025","11290","성북","3","정원충족률","77.62%","82.6%","52.29%","57.71%","77.79%","80.28%","73.47%","46.43%"
"2025","11290","성북","2","아동현원수","5559","3309","57","232","1121","635","36","169"
"2025","11290","성북","1","아동정원수","7162","4006","109","402","1441","791","49","364"
"2025","11260","중랑","3","정원충족률","70.57%","73.42%","0.%","62.03%","67.77%","76.88%","73.08%","54.41%"
"2025","11260","중랑","2","아동현원수","5900","2856","0","165","2170","542","19","148"
"2025","11260","중랑","1","아동정원수","8361","3890","0","266","3202","705","26","272"
"2025","11230","동대문","3","정원충족률","71.32%","70.85%","0.%","68.07%","73.36%","79.28%","0.%","49.08%"
"2025","11230","동대문","2","아동현원수","5428","3277","0","81","1294","616","0","160"
"2025","11230","동대문","1","아동정원수","7611","4625","0","119","1764","777","0","326"
"2025","11215","광진","3","정원충족률","69.25%","72.5%","0.%","0.%","64.83%","70.81%","55.1%","48.67%"
"2025","11215","광진","2","아동현원수","3842","2320","0","0","1080","342","27","73"
"2025","11215","광진","1","아동정원수","5548","3200","0","0","1666","483","49","150"
"2025","11200","성동","3","정원충족률","64.9%","63.79%","0.%","58.23%","62.06%","82.91%","0.%","55.56%"
"2025","11200","성동","2","아동현원수","4198","2965","0","92","427","524","0","190"
"2025","11200","성동","1","아동정원수","6468","4648","0","158","688","632","0","342"
"2025","11170","용산","3","정원충족률","71.81%","76.64%","37.84%","63.64%","68.81%","77.35%","0.%","62.02%"
"2025","11170","용산","2","아동현원수","2927","1575","14","70","461","304","0","503"
"2025","11170","용산","1","아동정원수","4076","2055","37","110","670","393","0","811"
"2025","11140","중구","3","정원충족률","61.2%","59.82%","0.%","69.41%","63.23%","73.15%","0.%","60.19%"
"2025","11140","중구","2","아동현원수","2524","1121","0","211","141","79","0","972"
"2025","11140","중구","1","아동정원수","4124","1874","0","304","223","108","0","1615"
"2025","11110","종로","3","정원충족률","56.05%","63.3%","25.97%","40.82%","62.81%","95.%","0.%","49.89%"
"2025","11110","종로","2","아동현원수","2154","1109","20","20","76","19","0","910"
"2025","11110","종로","1","아동정원수","3843","1752","77","49","121","20","0","1824"
"2025","11000","계","3","정원충족률","69.49%","73.52%","52.47%","63.21%","63.78%","77.38%","64.98%","57.51%"
"2025","11000","계","2","아동현원수","136017","76249","668","2361","29822","14473","399","12045"
"2025","11000","계","1","아동정원수","195742","103716","1273","3735","46758","18703","614","20943"
"2024","11000","계","2","아동현원수","143413","77404","790","2597","33900","16241","450","12031"
"2024","11740","강동","3","정원충족률","72.69%","73.5%","64.37%","86.4%","68.62%","80.%","80.%","73.83%"
"2024","11740","강동","2","아동현원수","9048","4687","56","108","2797","1068","16","316"
"2024","11740","강동","1","아동정원수","12448","6377","87","125","4076","1335","20","428"
"2024","11710","송파","3","정원충족률","79.53%","83.78%","75.%","62.07%","75.18%","87.55%","0.%","64.95%"
"2024","11710","송파","2","아동현원수","11186","5501","21","72","2935","1610","0","1047"
"2024","11710","송파","1","아동정원수","14065","6566","28","116","3904","1839","0","1612"
"2024","11680","강남","3","정원충족률","64.01%","70.44%","0.%","0.%","67.96%","72.96%","83.67%","43.65%"
"2024","11680","강남","2","아동현원수","6782","4027","0","0","1213","429","41","1072"
"2024","11680","강남","1","아동정원수","10595","5717","0","0","1785","588","49","2456"
"2024","11650","서초","3","정원충족률","68.22%","72.38%","0.%","91.09%","69.16%","82.03%","56.76%","51.89%"
"2024","11650","서초","2","아동현원수","6734","4217","0","184","832","347","42","1112"
"2024","11650","서초","1","아동정원수","9871","5826","0","202","1203","423","74","2143"
"2024","11620","관악","3","정원충족률","63.78%","69.14%","0.%","56.11%","55.01%","68.7%","0.%","53.45%"
"2024","11620","관악","2","아동현원수","4954","3031","0","124","939","496","0","364"
"2024","11620","관악","1","아동정원수","7767","4384","52","221","1707","722","0","681"
"2024","11590","동작","3","정원충족률","72.%","71.82%","0.%","43.55%","70.74%","81.79%","75.51%","60.66%"
"2024","11590","동작","2","아동현원수","5213","3226","0","27","1129","629","37","165"
"2024","11590","동작","1","아동정원수","7240","4492","0","62","1596","769","49","272"
"2024","11560","영등포","3","정원충족률","73.56%","77.89%","88.61%","97.5%","68.73%","87.28%","0.%","63.82%"
"2024","11560","영등포","2","아동현원수","7590","3614","70","39","1033","913","0","1921"
"2024","11560","영등포","1","아동정원수","10318","4640","79","40","1503","1046","0","3010"
"2024","11545","금천","3","정원충족률","62.47%","67.13%","44.84%","61.31%","57.67%","65.35%","0.%","55.94%"
"2024","11545","금천","2","아동현원수","3769","1991","100","263","1023","232","0","160"
"2024","11545","금천","1","아동정원수","6033","2966","223","429","1774","355","0","286"
"2024","11530","구로","3","정원충족률","72.84%","82.17%","69.43%","62.98%","61.3%","79.99%","62.5%","46.95%"
"2024","11530","구로","2","아동현원수","7650","4022","159","148","1956","1071","25","269"
"2024","11530","구로","1","아동정원수","10502","4895","229","235","3191","1339","40","573"
"2024","11500","강서","3","정원충족률","71.51%","75.83%","74.57%","78.99%","61.8%","76.43%","70.49%","73.86%"
"2024","11500","강서","2","아동현원수","9078","4175","129","297","2406","1313","43","715"
"2024","11500","강서","1","아동정원수","12695","5506","173","376","3893","1718","61","968"
"2024","11470","양천","3","정원충족률","74.59%","81.99%","0.%","88.37%","66.79%","69.69%","0.%","58.19%"
"2024","11470","양천","2","아동현원수","6081","3397","0","38","1470","899","0","277"
"2024","11470","양천","1","아동정원수","8153","4143","0","43","2201","1290","0","476"
"2024","11440","마포","3","정원충족률","72.91%","77.11%","0.%","64.71%","69.97%","70.54%","73.86%","61.95%"
"2024","11440","마포","2","아동현원수","5570","3294","0","110","925","498","113","630"
"2024","11440","마포","1","아동정원수","7640","4272","0","170","1322","706","153","1017"
"2024","11410","서대문","3","정원충족률","73.41%","77.4%","0.%","8.54%","68.9%","87.4%","65.%","58.21%"
"2024","11000","계","1","아동정원수","202722","103212","1369","4126","51192","20952","655","21216"
"2024","11410","서대문","2","아동현원수","4447","2572","0","7","1092","458","13","305"
"2024","11410","서대문","1","아동정원수","6058","3323","0","82","1585","524","20","524"
"2024","11380","은평","3","정원충족률","72.06%","80.37%","0.%","44.74%","64.28%","65.88%","90.%","70.69%"
"2024","11380","은평","2","아동현원수","7170","3963","0","102","2599","365","18","123"
"2024","11380","은평","1","아동정원수","9950","4931","0","228","4043","554","20","174"
"2024","11350","노원","3","정원충족률","68.73%","71.96%","57.81%","97.96%","56.62%","78.4%","0.%","47.84%"
"2024","11350","노원","2","아동현원수","6402","3110","74","48","1262","1720","0","188"
"2024","11350","노원","1","아동정원수","9315","4322","128","49","2229","2194","0","393"
"2024","11320","도봉","3","정원충족률","67.56%","78.08%","57.58%","40.74%","54.44%","71.%","48.28%","62.6%"
"2024","11320","도봉","2","아동현원수","4103","2191","19","11","1207","502","14","159"
"2024","11320","도봉","1","아동정원수","6073","2806","33","27","2217","707","29","254"
"2024","11305","강북","3","정원충족률","71.05%","73.88%","53.23%","65.31%","71.15%","57.76%","87.5%","53.85%"
"2024","11305","강북","2","아동현원수","3738","1754","33","32","1670","186","14","49"
"2024","11305","강북","1","아동정원수","5261","2374","62","49","2347","322","16","91"
"2024","11290","성북","3","정원충족률","79.05%","83.06%","55.96%","59.08%","81.93%","83.23%","73.47%","49.73%"
"2024","11290","성북","2","아동현원수","5735","3280","61","296","1206","675","36","181"
"2024","11290","성북","1","아동정원수","7255","3949","109","501","1472","811","49","364"
"2024","11260","중랑","3","정원충족률","73.71%","76.42%","0.%","69.17%","72.13%","77.52%","46.15%","51.1%"
"2024","11260","중랑","2","아동현원수","6214","2937","0","184","2366","576","12","139"
"2024","11260","중랑","1","아동정원수","8430","3843","0","266","3280","743","26","272"
"2024","11230","동대문","3","정원충족률","70.31%","72.59%","0.%","58.82%","64.41%","79.71%","0.%","56.75%"
"2024","11230","동대문","2","아동현원수","5384","2976","0","70","1379","774","0","185"
"2024","11230","동대문","1","아동정원수","7657","4100","0","119","2141","971","0","326"
"2024","11215","광진","3","정원충족률","71.56%","77.03%","0.%","0.%","66.43%","65.91%","53.06%","52.67%"
"2024","11215","광진","2","아동현원수","4079","2347","0","0","1221","406","26","79"
"2024","11215","광진","1","아동정원수","5700","3047","0","0","1838","616","49","150"
"2024","11200","성동","3","정원충족률","64.99%","64.5%","0.%","58.86%","62.27%","78.31%","0.%","52.63%"
"2024","11200","성동","2","아동현원수","4430","3113","0","93","477","567","0","180"
"2024","11200","성동","1","아동정원수","6816","4826","0","158","766","724","0","342"
"2024","11170","용산","3","정원충족률","68.34%","72.25%","48.31%","38.91%","68.66%","80.%","0.%","62.64%"
"2024","11170","용산","2","아동현원수","3132","1578","43","107","504","392","0","508"
"2024","11170","용산","1","아동정원수","4583","2184","89","275","734","490","0","811"
"2024","11140","중구","3","정원충족률","63.3%","64.46%","0.%","72.04%","68.16%","68.5%","0.%","59.22%"
"2024","11140","중구","2","아동현원수","2620","1208","0","219","152","87","0","954"
"2024","11140","중구","1","아동정원수","4139","1874","0","304","223","127","0","1611"
"2024","11110","종로","3","정원충족률","55.41%","64.52%","32.47%","36.73%","66.05%","71.79%","0.%","47.07%"
"2024","11110","종로","2","아동현원수","2304","1193","25","18","107","28","0","933"
"2024","11110","종로","1","아동정원수","4158","1849","77","49","162","39","0","1982"
"2024","11000","계","3","정원충족률","70.74%","75.%","57.71%","62.94%","66.22%","77.52%","68.7%","56.71%"
"2023","11410","서대문","1","아동정원수","6428","3360","0","82","1883","559","20","524"
"2023","11740","강동","3","정원충족률","78.13%","83.53%","63.22%","86.84%","71.83%","79.21%","85.%","72.59%"
"2023","11740","강동","2","아동현원수","9329","4540","55","66","3226","1139","17","286"
"2023","11740","강동","1","아동정원수","11941","5435","87","76","4491","1438","20","394"
"2023","11710","송파","3","정원충족률","81.97%","87.47%","78.57%","75.86%","78.03%","87.52%","56.25%","64.63%"
"2023","11710","송파","2","아동현원수","12091","5685","22","88","3470","1774","27","1025"
"2023","11710","송파","1","아동정원수","14751","6499","28","116","4447","2027","48","1586"
"2023","11680","강남","3","정원충족률","63.88%","72.04%","0.%","0.%","63.79%","74.01%","91.84%","42.79%"
"2023","11680","강남","2","아동현원수","6766","3837","0","0","1309","524","45","1051"
"2023","11680","강남","1","아동정원수","10591","5326","0","0","2052","708","49","2456"
"2023","11650","서초","3","정원충족률","68.68%","73.01%","0.%","79.7%","70.38%","85.15%","64.86%","51.21%"
"2023","11650","서초","2","아동현원수","6909","4228","0","161","872","476","48","1124"
"2023","11650","서초","1","아동정원수","10060","5791","0","202","1239","559","74","2195"
"2023","11620","관악","3","정원충족률","68.32%","73.7%","0.%","55.66%","60.26%","76.9%","0.%","55.65%"
"2023","11620","관악","2","아동현원수","5592","3285","0","123","1189","616","0","379"
"2023","11620","관악","1","아동정원수","8185","4457","52","221","1973","801","0","681"
"2023","11590","동작","3","정원충족률","75.52%","75.15%","0.%","64.36%","75.15%","84.82%","67.35%","61.03%"
"2023","11590","동작","2","아동현원수","5601","3293","0","65","1340","704","33","166"
"2023","11590","동작","1","아동정원수","7417","4382","0","101","1783","830","49","272"
"2023","11560","영등포","3","정원충족률","75.84%","79.74%","88.61%","100.%","75.62%","91.49%","0.%","63.75%"
"2023","11560","영등포","2","아동현원수","8091","3711","70","40","1309","1011","0","1950"
"2023","11560","영등포","1","아동정원수","10668","4654","79","40","1731","1105","0","3059"
"2023","11545","금천","3","정원충족률","66.1%","72.94%","58.74%","59.16%","60.71%","74.59%","0.%","48.45%"
"2023","11545","금천","2","아동현원수","4267","2105","131","310","1273","276","0","172"
"2023","11545","금천","1","아동정원수","6455","2886","223","524","2097","370","0","355"
"2023","11530","구로","3","정원충족률","75.57%","82.63%","65.07%","66.1%","67.%","81.49%","81.67%","50.94%"
"2023","11530","구로","2","아동현원수","8273","4248","149","195","2209","1180","49","243"
"2023","11530","구로","1","아동정원수","10947","5141","229","295","3297","1448","60","477"
"2023","11500","강서","3","정원충족률","73.48%","76.95%","77.46%","79.79%","67.84%","79.04%","59.21%","66.8%"
"2023","11500","강서","2","아동현원수","9836","4203","134","300","2957","1505","45","692"
"2023","11500","강서","1","아동정원수","13386","5462","173","376","4359","1904","76","1036"
"2023","11470","양천","3","정원충족률","76.19%","83.73%","0.%","69.77%","66.62%","77.14%","0.%","59.83%"
"2023","11470","양천","2","아동현원수","6748","3541","0","30","1754","1137","0","286"
"2023","11470","양천","1","아동정원수","8857","4229","0","43","2633","1474","0","478"
"2023","11440","마포","3","정원충족률","75.1%","78.%","0.%","65.88%","75.71%","77.37%","74.51%","60.81%"
"2023","11440","마포","2","아동현원수","6020","3493","0","112","1066","636","114","599"
"2023","11440","마포","1","아동정원수","8016","4478","0","170","1408","822","153","985"
"2023","11410","서대문","3","정원충족률","76.68%","80.71%","0.%","59.76%","71.75%","86.05%","95.%","60.5%"
"2023","11410","서대문","2","아동현원수","4929","2712","0","49","1351","481","19","317"
"2023","11380","은평","3","정원충족률","76.59%","83.54%","0.%","65.73%","69.78%","76.85%","75.%","79.89%"
"2023","11380","은평","2","아동현원수","7973","4014","0","163","3217","425","15","139"
"2023","11380","은평","1","아동정원수","10410","4805","0","248","4610","553","20","174"
"2023","11350","노원","3","정원충족률","71.97%","74.47%","68.92%","95.92%","61.63%","81.24%","0.%","48.33%"
"2023","11350","노원","2","아동현원수","7013","3331","102","47","1420","1910","0","203"
"2023","11350","노원","1","아동정원수","9745","4473","148","49","2304","2351","0","420"
"2023","11320","도봉","3","정원충족률","68.76%","79.08%","66.67%","66.67%","59.09%","63.29%","68.97%","63.64%"
"2023","11320","도봉","2","아동현원수","4659","2378","22","18","1534","519","20","168"
"2023","11320","도봉","1","아동정원수","6776","3007","33","27","2596","820","29","264"
"2023","11305","강북","3","정원충족률","75.09%","74.79%","58.06%","69.39%","77.89%","66.47%","67.5%","56.04%"
"2023","11305","강북","2","아동현원수","4317","1967","36","34","1976","226","27","51"
"2023","11305","강북","1","아동정원수","5749","2630","62","49","2537","340","40","91"
"2023","11290","성북","3","정원충족률","78.95%","82.93%","59.63%","67.04%","81.26%","80.32%","87.76%","45.33%"
"2023","11290","성북","2","아동현원수","6203","3329","65","417","1392","792","43","165"
"2023","11290","성북","1","아동정원수","7857","4014","109","622","1713","986","49","364"
"2023","11260","중랑","3","정원충족률","74.88%","77.81%","0.%","73.08%","73.38%","74.72%","57.69%","57.35%"
"2023","11260","중랑","2","아동현원수","6782","3044","0","209","2749","609","15","156"
"2023","11260","중랑","1","아동정원수","9057","3912","0","286","3746","815","26","272"
"2023","11230","동대문","3","정원충족률","74.95%","81.17%","0.%","48.65%","66.27%","81.92%","0.%","55.21%"
"2023","11230","동대문","2","아동현원수","5859","3173","0","72","1605","829","0","180"
"2023","11230","동대문","1","아동정원수","7817","3909","0","148","2422","1012","0","326"
"2023","11215","광진","3","정원충족률","74.35%","79.16%","0.%","0.%","70.4%","74.44%","51.02%","45.86%"
"2023","11215","광진","2","아동현원수","4523","2401","0","0","1484","530","25","83"
"2023","11215","광진","1","아동정원수","6083","3033","0","0","2108","712","49","181"
"2023","11200","성동","3","정원충족률","69.46%","69.52%","0.%","55.06%","63.87%","87.07%","0.%","49.71%"
"2023","11200","성동","2","아동현원수","4829","3321","0","87","571","680","0","170"
"2023","11200","성동","1","아동정원수","6952","4777","0","158","894","781","0","342"
"2023","11170","용산","3","정원충족률","72.96%","72.95%","68.54%","61.69%","77.66%","79.64%","0.%","68.06%"
"2023","11170","용산","2","아동현원수","3472","1575","61","182","664","438","0","552"
"2023","11170","용산","1","아동정원수","4759","2159","89","295","855","550","0","811"
"2023","11140","중구","3","정원충족률","65.01%","66.13%","0.%","71.05%","78.48%","82.53%","0.%","58.91%"
"2023","11140","중구","2","아동현원수","2703","1226","0","216","175","137","0","949"
"2023","11140","중구","1","아동정원수","4158","1854","0","304","223","166","0","1611"
"2023","11110","종로","3","정원충족률","58.95%","68.19%","32.47%","38.78%","72.39%","56.41%","0.%","50.41%"
"2023","11110","종로","2","아동현원수","2466","1299","25","19","118","22","0","983"
"2023","11110","종로","1","아동정원수","4183","1905","77","49","163","39","0","1950"
"2023","11000","계","3","정원충족률","73.49%","77.93%","62.78%","67.02%","69.89%","80.17%","71.13%","56.75%"
"2023","11000","계","2","아동현원수","155251","79939","872","3003","40230","18576","542","12089"
"2023","11000","계","1","아동정원수","211248","102578","1389","4481","57564","23170","762","21304"
"2022","11410","서대문","2","아동현원수","5150","2708","0","57","1510","535","20","320"
