"시설ID","시설명","서비스분류코드","서비스분류명","자치구코드","자치구명","연령구분코드","연령구분","X좌표값","Y좌표값","우편번호","기본주소","상세주소","설립일","사용료무료여부","사용료","전용면적(평)","학기시작시간","학기종료시간","방학시작시간","방학종료시간","재량휴일시작시간","재량휴일종료시간","토요일운영여부","토요일운영시작시간","토요일운영종료시간","월사용료무료여부","월자기부담금","월사용료","일사용료무료여부","일자기부담금","일사용료","상시돌봄정원수","일시돌봄정원수","전용면적(m2)","자치구코드배열","아침돌봄서비스여부","등록일시","수정일시"
"JN201201","종로4호점 우리동네키움센터(마을연계)(융합형)","1009","융합형키움센터","11110","종로구","1003","초등학생","127.01644","37.57699","03109","서울특별시 종로구 지봉로12길 16","201호 및 202호 (숭인동, 남광쉐르빌)","2020-12-30","","","57.8","1000","2000","0800","2000","0800","1900","Y","1000","1400","N","","50000","N","","2500","30","6","191","","N","2020-12-04 21:18:47.0","2026-01-26 10:23:31.0"
"GJ201204","광진7호점 우리동네키움센터","1001","우리동네키움센터","11215","광진구","1003","초등학생","127.09337","37.53785","05047","서울특별시 광진구 구의강변로 79","2층 (구의동)","2020-12-07","","","34.1","1300","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","112.71","","N","2020-12-04 18:54:48.0","2025-10-17 14:16:27.0"
"GJ201203","광진6호점 우리동네키움센터","1001","우리동네키움센터","11215","광진구","1003","초등학생","127.08106","37.55951","04928","서울특별시 광진구 능동로 338","2층 (중곡동)","2020-12-01","","","51.5","1300","1900","0900","1900","0900","1800","N","","","N","","50000","","0","","25","3","170.25","","N","2020-12-04 18:50:29.0","2025-10-17 14:48:51.0"
"GJ201202","광진5호점 우리동네키움센터","1001","우리동네키움센터","11215","광진구","1003","초등학생","127.08105","37.56047","04915","서울특별시 광진구 능동로 347","2층 (중곡동)","2020-12-01","","","40","1300","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","20","4","132.05","","N","2020-12-04 18:42:33.0","2026-01-02 09:58:30.0"
"GJ201201","광진4호점 우리동네키움센터","1001","우리동네키움센터","11215","광진구","1003","초등학생","127.09732","37.54108","04974","서울특별시 광진구 아차산로66길 8","3층 (광장동)","2020-12-01","","","25.6","1300","1900","0900","1900","0900","1800","N","","","N","","50000","N","","2500","20","4","84.72","","N","2020-12-04 18:35:05.0","2024-09-02 11:12:59.0"
"BP201201","제2호(동작?영등포권) 거점형 우리동네키움센터","1008","거점형키움센터","11590","동작구","1003","초등학생","126.9272907544614","37.512516023048185","06938","서울특별시 동작구 노량진로 10","서울가족플라자 내 1층 활동실 (대방동)","2020-12-02","","","","1300","2000","0800","2000","1000","2000","Y","1000","1800","","0","","N","","2500","0","18","","11590,11560","N","2020-12-02 10:51:24.0","2026-04-25 17:09:36.0"
"GB201101","강북구 2호점 우리동네키움센터(인수동)","1001","우리동네키움센터","11305","강북구","1003","초등학생","127.01413","37.63437","01093","서울특별시 강북구 인수봉로48길 11-3","1~2층 (수유동)","2020-12-07","","","25","1300","2000","0900","2000","0900","1800","N","","","N","","50000","N","","2500","20","4","84","","N","2020-11-27 21:27:40.0","2026-02-04 13:17:12.0"
"GN201101","강남5호점 우리동네키움센터(도성다함께키움센터)","1001","우리동네키움센터","11680","강남구","1003","초등학생","127.048","37.49852","06216","서울특별시 강남구 역삼로52길 14","304호(역삼동, 도곡프라자) (역삼동)","2020-12-28","","","37.3","1000","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","123.16","","N","2020-11-23 13:01:52.0","2025-12-01 14:20:02.0"
"GR201104","구로13호점 우리동네키움센터(항동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.82476","37.48116","08368","서울특별시 구로구 항동로3길 4","201호 202호 (항동)","2020-11-25","","","29","0900","1900","0800","1800","0800","1800","N","","","N","","50000","N","","2500","25","3","96.3","","N","2020-11-18 14:36:51.0","2025-01-07 11:14:08.0"
"GR201103","구로12호점 우리동네키움센터(온수동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.82445","37.49307","08260","서울특별시 구로구 부일로 875","2층 (온수동)","2020-11-25","","","42","1000","1900","0900","1900","1000","1900","N","","","N","","50000","N","","2500","25","5","141","","N","2020-11-18 14:27:53.0","2025-10-16 09:36:03.0"
"GR201102","구로11호점 우리동네키움센터(천왕숲)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.84245","37.4837","08350","서울특별시 구로구 오리로 1102-6","106호,107호 (천왕동)","2020-11-25","","","30","0900","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","25","5","99.5","","N","2020-11-18 14:19:45.0","2025-10-15 18:10:42.0"
"GR201101","구로10호점 우리동네키움센터(오류2동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.83936","37.4894","08342","서울특별시 구로구 서해안로24길 27","2층 (오류동)","2020-11-25","","","21","1200","1900","0800","1800","0800","1900","N","","","N","","50000","N","","2500","20","4","70.2","","N","2020-11-18 14:14:06.0","2026-03-27 13:24:12.0"
"JN201103","종로2호점 우리동네키움센터(부암동)","1001","우리동네키움센터","11110","종로구","1003","초등학생","126.9606","37.60174","03014","서울특별시 종로구 세검정로 259","102호 (신영동, 진안빌라)","2020-11-18","","","28.4","1300","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","94","","N","2020-11-12 17:49:14.0","2024-11-26 10:27:24.0"
"GJ201101","광진3호점 융합형우리동네키움센터","1009","융합형키움센터","11215","광진구","1003","초등학생","127.08392","37.53409","05056","서울특별시 광진구 자양로 71-7","지하1층 ~ 지상2층 (자양동)","2020-11-02","","","88.2","0800","2000","0800","2000","0800","2000","Y","0900","1300","N","","40000","N","","2500","30","6","291.33","","Y","2020-11-12 14:08:01.0","2026-04-25 09:30:53.0"
"SM201101","서대문2호점 우리동네키움센터(연희동 우리동네키움센터)","1001","우리동네키움센터","11410","서대문구","1003","초등학생","126.93285908718236","37.57003120384125","03699","서울특별시 서대문구 연희로 139-5","2층(연희동,호범빌딩) (연희동)","2020-11-09","","","32","1200","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","107.97","","N","2020-11-02 14:11:52.0","2025-09-15 18:52:53.0"
"SP201001","송파7호점 우리동네키움센터(위례동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.13599381173061","37.47729999010418","05814","서울특별시 송파구 위례순환로 477","2321동 1층 다목적실내부 (장지동, 위례포레샤인23단지)","2020-11-09","","","41","1300","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","25","5","136","","N","2020-10-25 20:57:55.0","2026-01-02 15:49:35.0"
"GB201001","강북구 1호점 우리동네키움센터(융합형)(수유2동)","1009","융합형키움센터","11305","강북구","1003","초등학생","127.01551","37.64862","01044","서울특별시 강북구 삼양로136길 30","2층~3층 (수유동, 다올자리)","2020-11-23","","","68.1","1300","2000","0800","2000","0800","2000","Y","0900","1300","N","","50000","N","","2500","30","6","224.74","","N","2020-10-23 16:05:30.0","2024-01-28 12:53:17.0"
"YF201001","영등포6호점 우리동네키움센터(도영 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.90214","37.50993","07369","서울특별시 영등포구 도림로112길 21-15","2층 (영등포동)","2020-10-26","","","27","0900","1900","0900","1800","0900","1800","N","","","Y","","","Y","0","","20","4","89","","N","2020-10-13 17:58:20.0","2025-11-13 14:49:33.0"
"NW201001","노원23호점 우리동네키움센터(노원융합형아이휴센터)","1009","융합형키움센터","11350","노원구","1003","초등학생","127.0596","37.64097","01772","서울특별시 노원구 덕릉로70길 100"," (상계동) 노원아이돌봄센터 2층","2020-10-29","","","100","1200","2000","0900","2000","0900","2000","Y","0900","1300","N","","20000","N","","2500","40","8","318","","N","2020-10-11 16:00:51.0","2026-02-23 18:53:09.0"
"GR201001","구로9호점 우리동네키움센터(신도림동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.87874","37.5066","08211","서울특별시 구로구 신도림로 20","401호 (신도림동)","2020-10-12","","","55","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","30","6","181","","N","2020-10-06 19:31:40.0","2026-04-21 11:14:10.0"
"GR200903","구로8호점 우리동네키움센터(고척2동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.85552","37.50697","08239","서울특별시 구로구 중앙로15길 80","2층 (고척동)","2020-10-01","","","40","0900","1900","0900","1800","0900","1900","N","","","N","","50000","N","","2500","30","6","154","","N","2020-09-29 16:20:43.0","2025-10-15 18:22:22.0"
"BP200902","제1호(노원?도봉권) 거점형 우리동네키움센터","1008","거점형키움센터","11350","노원구","1003","초등학생","127.05127","37.67222","01614","서울특별시 노원구 동일로231다길 10"," (상계동)","2020-09-29","","","","1300","2000","0800","2000","0900","2000","Y","1000","1800","","0","","N","","2500","0","20","","11350,11320","N","2020-09-29 09:46:21.0","2026-04-06 10:28:46.0"
"YS200901","용산6호점 우리동네키움센터","1001","우리동네키움센터","11170","용산구","1003","초등학생","126.96662480713961","37.5267648742758","04387","서울특별시 용산구 서빙고로 17","용산센트럴 파크타워(한강로3가) 업무동 2층","2020-10-05","","","44","0800","1900","0800","1900","0800","1900","N","","","N","","50000","N","","2500","30","6","146.5","","Y","2020-09-27 18:20:45.0","2025-08-29 11:25:38.0"
"NW200901","노원22호점 우리동네키움센터(상계보람2단지 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.06576","37.66677","01671","서울특별시 노원구 한글비석로 480","208동 102호 (상계동, 보람아파트2단지)","2020-10-05","","","20.9","1200","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","21","4","69","","N","2020-09-22 17:58:24.0","2026-02-26 17:05:17.0"
"YF200902","영등포5호점 우리동네키움센터(여의동 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.93195","37.5189","07343","서울특별시 영등포구 여의대방로 386","진주상가 404호 (여의도동)","2020-10-07","","","35","1000","1900","0800","1900","0900","1800","N","","","Y","0","","","0","","25","5","115","","Y","2020-09-20 16:56:19.0","2026-02-13 14:21:28.0"
"YF200901","영등포4호점 우리동네키움센터(문래동 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.88907","37.51965","07281","서울특별시 영등포구 선유로 63","동신타워 203호 (문래동6가)","2020-10-07","","","30","1000","1900","0900","1900","0900","1900","N","","","Y","0","","","0","","25","5","99","","N","2020-09-20 16:53:01.0","2024-12-13 17:46:34.0"
"SC200802","서초3호점 우리동네키움센터(서초구립 내곡동 초등키움센터)","1001","우리동네키움센터","11650","서초구","1003","초등학생","127.05991","37.45342","06800","서울특별시 서초구 청계산로9길 70","sh플라자 3층 (내곡동)","2020-10-19","","","54","1300","1900","0900","1800","0900","1800","N","","","Y","0","","","0","","25","5","163.82","","N","2020-08-27 11:43:26.0","2026-04-21 15:16:40.0"
"SC200801","서초2호점 우리동네키움센터(서초구립 네이처힐2단지 초등키움센터)","1001","우리동네키움센터","11650","서초구","1003","초등학생","127.02177661346944","37.462507943987106","06765","서울특별시 서초구 형촌길 15","205동 (우면동) (우면동, 서초네이처힐2단지)","2020-10-19","","","30","1300","1900","0900","1800","0900","1800","N","0700","1400","Y","0","","","0","","20","4","97.18","","Y","2020-08-27 09:53:11.0","2026-03-30 09:33:25.0"
"GN200701","강남4호점 우리동네키움센터(세곡다함께키움센터)","1001","우리동네키움센터","11680","강남구","1003","초등학생","127.10732","37.47381","06370","서울특별시 강남구 밤고개로 231","훼미리타운 A동 202, 203호 (자곡동)","2020-08-18","","","53.3","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","175.95","","N","2020-07-25 12:32:00.0","2026-04-23 10:15:23.0"
"NW200701","노원21호점 우리동네키움센터(상계12단지 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.05845986269372","37.665736418669695","01673","서울특별시 노원구 한글비석로 530","1207동 106호 (상계동, 상계주공12단지아파트)","2020-07-24","","","21","1200","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","21","4","70.35","","N","2020-07-16 14:19:46.0","2026-03-27 14:14:05.0"
"YS200701","용산5호점 우리동네키움센터","1001","우리동네키움센터","11170","용산구","1003","초등학생","126.9536","37.53549","04357","서울특별시 용산구 효창원로 39","2층(도로기준 3층) (신창동)","2020-07-27","","","30","1300","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","98.78","","N","2020-07-10 16:41:50.0","2025-05-13 10:27:27.0"
"NW200602","노원19호점 우리동네키움센터(중계무지개 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.06476314263071","37.64522700999125","01781","서울특별시 노원구 동일로208길 19","201동 104호 (중계동, 중계무지개아파트)","2020-06-22","","","21","1200","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","21","4","69.54","","N","2020-06-17 13:25:45.0","2026-03-05 09:10:15.0"
"NW200601","노원18호점 우리동네키움센터(상계1단지 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.05905367346452","37.64798636347767","01765","서울특별시 노원구 덕릉로 459-21","111-101 (상계동, 상계주공1단지아파트)","2020-06-22","","","25","0900","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","25","5","84.41","","N","2020-06-12 17:22:13.0","2026-02-19 09:49:04.0"
"GN200601","강남3호점 우리동네키움센터(청담다함께키움센터)","1001","우리동네키움센터","11680","강남구","1003","초등학생","127.05405","37.52047","06073","서울특별시 강남구 영동대로131길 26","강남청소년수련관 3층 (청담동)","2020-07-06","","","53.7","0900","1900","0800","1800","0800","1800","N","","","N","","50000","N","","2500","25","5","177.48","","N","2020-06-04 20:26:18.0","2026-01-14 11:20:30.0"
"DB200503","도봉구3호점 우리동네키움센터","1001","우리동네키움센터","11320","도봉구","1003","초등학생","127.04849180014946","37.68630524843883","01318","서울특별시 도봉구 마들로 859-19","111동 102호  (도봉동, 도봉한신아파트)","2020-05-27","","","31","1300","2000","0900","1800","0900","1800","N","","","N","","20000","N","","2000","20","4","104","","Y","2020-05-25 12:06:20.0","2025-09-16 09:31:45.0"
"DB200501","도봉4호점 우리동네키움센터","1001","우리동네키움센터","11320","도봉구","1003","초등학생","127.04506575087222","37.649114672014576","01421","서울특별시 도봉구 해등로 50","323동 101호 (창동, 주공3단지아파트)","2020-05-27","","","32","1000","1900","0900","1800","0900","1900","N","","","N","","20000","N","","2000","20","4","105.5","","N","2020-05-20 08:53:16.0","2025-10-16 17:56:26.0"
"NW200501","노원20호점 우리동네키움센터(상계두산 융합형 아이휴센터)","1009","융합형키움센터","11350","노원구","1003","초등학생","127.05375","37.67788","01606","서울특별시 노원구 동일로241길 53","관리사무소 2층 (상계동, 두산아파트)","2020-04-01","","","110","1200","2000","0900","2000","0900","2000","Y","0900","1300","N","","20000","N","","2500","40","8","362","","N","2020-05-13 15:22:31.0","2026-03-09 18:55:24.0"
"JG200501","중구5호점 우리동네키움센터(중구 초등돌봄 신당5동키움센터)","1001","우리동네키움센터","11140","중구","1003","초등학생","127.02188","37.56513","04578","서울특별시 중구 다산로44길 85","2층 (신당동)","2020-05-01","","","29","1100","2000","0800","2000","0800","2000","N","","","Y","0","","","0","","29","6","97.62","","N","2020-05-08 15:29:17.0","2026-01-19 15:41:36.0"
"SP200502","송파6호점 우리동네키움센터(문정2동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.11148","37.48977","05834","서울특별시 송파구 중대로4길 4","1층 (문정동)","2020-05-04","","","24","1300","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","81.21","","N","2020-05-06 09:15:04.0","2026-04-20 14:01:51.0"
"SP200501","송파5호점 우리동네키움센터(가락본동 송파키움센터)","1001","우리동네키움센터","11710","송파구","1003","초등학생","127.12345","37.50073","05705","서울특별시 송파구 오금로36길 36","태연빌딩 3층 (가락동)","2020-05-04","","","36","1000","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","120","","N","2020-05-06 09:09:39.0","2026-02-23 13:49:51.0"
"NW200407","노원17호점 우리동네키움센터(상계6단지 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.06678821223257","37.652908047580674","01752","서울특별시 노원구 노해로 508","623동 101호,102호 (상계동, 상계주공6단지아파트)","2020-05-06","","","36","1200","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","35","7","165","","N","2020-04-28 17:18:05.0","2026-01-05 16:19:38.0"
"GJ200401","광진2호점 우리동네키움센터(꿈 정함)","1001","우리동네키움센터","11215","광진구","1003","초등학생","127.08475","37.52884","05106","서울특별시 광진구 자양로3가길 28"," (자양동)","2020-05-01","","","39","1300","2000","0900","1800","0900","1800","N","","","N","","50000","N","","2500","20","4","131","","N","2020-04-22 16:35:40.0","2026-01-20 09:43:11.0"
"DJ200401","동작3호점 우리동네키움센터(사당5동)","1001","우리동네키움센터","11590","동작구","1003","초등학생","126.96653","37.4876","07030","서울특별시 동작구 사당로 154","2층 (사당동)","2020-05-08","","","33","0700","2000","0700","2000","0700","2000","N","","","N","","50000","N","","2500","20","4","83","","Y","2020-04-08 15:36:32.0","2025-07-25 10:41:30.0"
"GR200401","구로7호점 우리동네키움센터(구로융합형)","1009","융합형키움센터","11530","구로구","1003","초등학생","126.89777","37.48138","08393","서울특별시 구로구 디지털로32가길 50","3~4층 (구로동)","2020-04-01","","","69","0900","2000","0800","2000","0800","2000","Y","0900","1300","N","","50000","N","","2500","30","6","238","","N","2020-04-03 11:31:49.0","2025-06-12 09:27:42.0"
"NW200401","노원16호점 우리동네키움센터(상계다락 아이휴센터)","1001","우리동네키움센터","11350","노원구","1003","초등학생","127.07049","37.66257","01667","서울특별시 노원구 한글비석로 426-12","3층 (상계동)","2020-04-01","","","25","1200","2000","0900","2000","0900","2000","N","","","N","","20000","N","","2500","25","5","83","","N","2020-04-01 14:58:21.0","2026-01-12 10:46:41.0"
"GR200302","구로6호점 우리동네키움센터(고척1동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.98505149596026","37.520844028327694","08227","서울특별시 구로구 중앙로1길 18-19","104동 109호 (고척동, 우성현대아파트)","2020-03-23","","","21","0900","1900","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","66","","N","2020-03-23 12:15:23.0","2026-02-23 18:43:52.0"
"JG200301","중구4호점 우리동네키움센터(중구 초등돌봄 약수키움센터)","1001","우리동네키움센터","11140","중구","1003","초등학생","127.01257","37.55188","04596","서울특별시 중구 동호로5길 19","1층 (신당동)","2020-03-02","","","87","1100","2000","0800","2000","0800","2000","N","","","Y","0","","","0","","81","10","290","","Y","2020-03-18 10:13:43.0","2026-01-20 11:25:39.0"
"GR200301","구로5호점 우리동네키움센터(천왕동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.83912","37.47927","08364","서울특별시 구로구 천왕로 21","701동 1층 (천왕동, 천왕이펜하우스7단지)","2020-03-16","","","34","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","30","6","114","","N","2020-03-17 18:55:09.0","2025-11-11 10:35:41.0"
"EP200301","은평4호점 우리동네키움센터(역촌)","1001","우리동네키움센터","11380","은평구","1003","초등학생","126.91928","37.60535","03403","서울특별시 은평구 진흥로7나길 12-5","2층 (역촌안심마을 경로당) (역촌동)","2020-03-30","","","22","1000","2000","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","73","","N","2020-03-11 10:25:21.0","2025-02-27 22:50:37.0"
"SD200203","성동10호점 우리동네키움센터(금호대우아이꿈누리터)","1001","우리동네키움센터","11200","성동구","1003","초등학생","127.02269037029795","37.54688873137253","04738","서울특별시 성동구 독서당로 272"," 독서당로 46길 26 금호4가 주민센터 옆 금호대우아이꿈누리터 (성동10호점 우리동네키움센터)","2020-02-17","","","33","1000","2000","0900","1900","0900","1900","N","","","N","","50000","N","","2500","20","4","104.8","","N","2020-02-25 17:11:05.0","2024-09-04 11:12:25.0"
"YF200203","영등포3호점 우리동네키움센터(대림1동 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.90541047639103","37.49106320074766","07438","서울특별시 영등포구 대림로8길 13-2","2층 (대림동)","2020-03-02","","","31.4","1200","1900","0800","1900","0900","1900","N","","","Y","0","","","","","20","4","103.8","","N","2020-02-16 17:04:17.0","2025-07-31 17:52:27.0"
"YF200202","영등포2호점 우리동네키움센터(당산1동 아이랜드)","1001","우리동네키움센터","11560","영등포구","1003","초등학생","126.894","37.526","07261","서울특별시 영등포구 당산로29길 9","1층 (그린앤케어센터) (당산동3가)","2020-03-02","","","35","1200","1900","0900","1800","1200","1800","N","","","","0","","Y","0","","25","5","115","","N","2020-02-16 16:52:38.0","2025-08-19 14:39:10.0"
"GR200201","구로4호점 우리동네키움센터(구로1동)","1001","우리동네키움센터","11530","구로구","1003","초등학생","126.87765197129626","37.49330555864487","08325","서울특별시 구로구 구일로4길 46","202동 106호 (구로동, 현대연예인아파트)","2020-02-01","","","25","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","84","","N","2020-02-11 18:22:03.0","2026-02-10 13:39:37.0"
"SD200201","성동9호점 우리동네키움센터(사근동아이꿈누리터)","1001","우리동네키움센터","11200","성동구","1003","초등학생","127.04533","37.5615","04761","서울특별시 성동구 사근동길 37","사근동 공공복합청사 지하1층 (사근동)","2020-02-10","","","25","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","15","0","66.8","","N","2020-02-07 15:42:33.0","2024-08-26 17:44:32.0"
"GS200203","강서1호점 우리동네키움센터(염창동)","1001","우리동네키움센터","11500","강서구","1003","초등학생","126.87322916778038","37.555249117708826","07535","서울특별시 강서구 양천로67길 93-22","염창1빗물펌프장 2층 (염창동)","2020-02-17","","","67","0900","1900","0900","1800","0900","1800","N","","","N","","50000","N","","2500","25","5","223","","N","2020-02-04 10:36:17.0","2026-04-09 11:28:11.0"
